afsosnak,افسوسناڪ
nandhran,ننڍڙن
hazarion,ھزارين
hindh,هنڌ
partawa,پرتوا
mokliyaoon,موڪليائون
abdulhaq,عبدالحق
martabah,مرتبه
galahyun,ڳالهايون
shazadah,شهزاده
chokho,چوکو
kulahana,ڪُلهن
darkar,درڪار
rahandaseen,رهنداسين
keban,ڪيبن
meharaj,مهاراج
hangorja,هنڱورجا
armaz,ارمز
mathanus,مٿانئس
istehali,استحالي
ochiyion,اوچيون
faroshan,فروشن
chaag,چاڳ
saljoqeen,سلجوقين
edger,ايڊگر
colonelism,ڪالونيلزم
thiyoon,ٿيون
infloenza,انفلوئينزا
ratiyun,رتيون
notiyaniyen,نوتياڻين
ubba,ابا
almuatisam,المعتصم
darhiyoon,ڏاڙهيون
takyaoon,تڪيائون
zaiqah,ذائقه
kanrans,ڪانرنس
dukhoindar,ڏکوئيندڙ
siani,سياڻي
moheen,موهين
aabhad,آڀاد
kakeshyae,ڪاڪيشيائي
hangorjae,هنڱورجائي
randian,راندين
jhalno,جهلڻو
mamoee,ماموئي
muhaan,مهان
dhodo,ڌوڏو
rakhandus,رکندس
jelal,جلال
makaak,مڪاڪ
mundiyan,منڊين
guzarya,گذاريا
burqi,برقي
hikjehrae,هڪجهڙائي
asamah,اسامه
boona,بنا
rounderaban,رائونڊرابن
mandiyal,منڊيل
diyon,ڏيون
ladhaeen,لڌائين
wajhandy,وجھندي
shuabo,شعبو
badho,ٻڌو
elite,ايليٽ
gebal,گيبل
plotting,پلاٽنگ
behboodoof,بهبودوف
butgram,بٽگرام
provist,پرووسٽ
kuryo,ڪڙيو
froted,فروٽڊ
filsafah,فلسفه
logho,لوگهو
mazahaban,مذهبن
mitaendo,مٽائيندو
shevala,شيولا
awaleen,اولین
pakheriyen,پکيڙين
nabhagho,نڀاڳو
maemaran,معمارن
anjlia,انجليءَ
rachnavi,رچنوي
adarki,ادراڪي
farooq,فاروق
wadhji,وڌجي
jarjiyo,جارجيو
abdulmajid,عبدالماجد
devices,ڊوائسز
pahran,پهراڻ
wakran,وڪڙن
sharb,سهراب
alqaroon,القرون
waab,واب
maayusee,مايوسي
gonjan,گونجن
nichandiyoon,نچنديون
basheera,بشيرا
nakamiab,ناڪامياب
maachar,ماچر
dilpariyat,دلپريت
shipars,شپرس
kapyen,ڪاپين
gladiator,گليڊيئيٽر
wadhandad,وڌندڙ
shareefa,شريفه
jeevani,جيوڻي
thureeli,ٿريلي
greuty,گريوٽي
zewaid,زيوائد
unkhe,اُنکي
chhang,ڇانگ
dastgeer,دستگير
khahi,کاهي
hathradho,ھٿراڌو
naghmagia,نغمگيءَ
muhdas,محدث
oocho,اُوچو
matlob,مطلوب
kawartars,ڪوارٽرس
superdagi,سپردگي
jowaint,جوائنٽ
darkhost,درخوست
chetomal,چيٽومل
asleet,اصليت
adamshimari,آدمشماري
barhan,ٻارهن
khaqaan,خاقان
soria,سوريه
pakr,پڪڙ
lahnat,لعنت
teeno,ٽيڻو
jyabhyasi,جياڀياسي
tazan,تازن
abadgaar,آبادگار
panjomal,پنجومل
mataran,متارن
golaha,ڳولها
chitaeya,چٽائيءَ
batarteeb,بترتيب
mithyania,مٺياڻيءَ
hadaoun,هڏائون
depchand,ڏيپچند
salwath,صلواة
maktobat,مڪتوبات
akashwani,آڪاشواڻي
polts,پولٽس
dodo,دودو
karigiree,ڪاريگريءَ
phaasi,ڦاسي
peshwar,پيشور
sathari,ساٿاري
aadmeen,آدمين
baloki,بلوڪي
bunaenda,بنائيندا
shoseena,شوسينا
bedlayo,بدلايو
alsatia,الستيءَ
majbooryan,مجبورين
mateendo,مٽيندو
bharbhor,ڀرڀور
dareepada,دريپادا
sehayan,سهاين
angori,انگوري
itfaqan,اتفاقن
aqdat,عقدة
arganization,آرگنائزيشن
notification,نوٽيفڪيشن
ucharbo,اچاربو
uskar,عسڪر
mawaliyan,موالين
kaznass,ڪزنس
hunran,ھنرن
thejo,ٿيجو
kankrek,ڪنڪريڪ
bethiyoon,بيٺيون
machhon,مڇون
frederka,فريڊرڪا
rakhandar,رکندڙن
cialkot,سيالڪوٽ
khardaar,کردار
rabato,رابطو
madlal,مدلل
sataabaa,ستابا
almustaqeem,المستقيم
fileshambo,فليشمبو
shanghaey,شنگهائي
onehoon,اونهو
tanah,تنهان
shanj,سهنج
yahoodi,يهودي
jareban,جريبن
wehanan,ويهاڻن
bearing,بيئرنگ
bunyadia,بنياديءَ
ghuleendo,گهليندو
hikliyo,هڪليو
encumbered,انڪمبرڊ
rania,رانيءَ
peeiee,پيئي
chhikayaen,ڇڪايائين
panhenjoon,پنھنجون
gulsher,گلشير
tabrezi,تبريزي
numaeendi,نمائيندي
wajo,واڄو
chhaliyal,ڇليل
shajraeti,شجرائتي
susters,سسٽرز
ghunta,گهنٽا
suljhaaip,سلجھائپ
socialogist,سوشالاجسٽ
jadoi,جادوئي
uklaya,اُڪلايا
shatana,شتانا
maachi,ماڇي
dawaan,دوان
laparwahi,لاپرواهي
almanjad,المنجد
buraria,براريءَ
turkhanan,ترخانن
almano,عالماڻو
ijazatnamo,اجازتنامو
kharabia,خرابيءَ
haftan,ھفتن
karohnor,ڪاروهنور
ainati,ائنٽي
falisteenan,فلسطينن
chancellar,چانسلر
vilaar,ولر
nawabshahi,نوابشاهيءَ
parhyas,پڙهيس
fletan,فليٽن
tajaredi,تجريدي
kashmeria,ڪشميريءَ
baando,باندو
tamachi,تماچيءَ
suee,سئي
pahinjo,پهنجو
khulan,کُلن
lahaur,لاھور
ameeranah,اميرانه
janeeva,جنيوا
binheen,ٻنهين
bloodongon,بلڊنگون
mehmand,مھمند
kirari,ڪراڙي
lutter,لٽر
jhazsazi,جھازسازي
kortoon,ڪورٽون
pawando,پوندو
waido,وعدو
veeram,ويرام
ghouri,گوري
jafereh,جعفريه
soofo,صوفو
priyami,پرائمي
charhekan,چاڙهيڪن
jultrang,جلترنگ
weendaasen,وينداسين
hoonsh,هونش
chhorendi,ڇوڙيندي
farasat,فراست
dehsala,دهسلا
lasbelo,لسٻيلو
hurle,هُرلي
barek,بارڪ
baaran,ٻارڻ
girahkan,گراهڪن
bharawar,ڀراور
abolmagherah,ابولمغيره
sorahn,سورهن
maojood,مؤجود
dakhilah,داخله
wechhayo,وڇايو
mathaeyoon,مٿائيون
mulaqat,ملاقات
puhachno,پهچڻو
jhalenday,جهليندي
flipped,فلپڊ
timi,ٽمي
sumbhari,سنڀاري
sancha,سانچا
saalan,سالن
chhaad,ڇاڙ
chopri,چوپڙي
chabotaro,چبوترو
bunjanan,بنجڻ
laabhaaiti,لاڀائتي
kanwarat,ڪنورت
saishtah,سائشته
romanvi,رومانوي
diplomate,ڊپلوميٽ
keraey,ڪيرائي
sindeman,سنديمن
sarsoot,سرسوت
residant,ريزيڊنٽ
boons,بونس
koreja,ڪوريجا
samglaran,سمگلرن
umeedawar,اميداوار
aoondho,اونڌو
jothee,جوٺي
ghazoh,غزوه
akhyoon,اکيون
rattan,رتن
paabohh,پاٻوهه
departmental,ڊپارٽمينٽل
sujatal,سڃاتل
aggunnaa,اڳوڻا
dukhlia,دخليءَ
dahireen,ڏاهرين
katen,ڪٽڻ
ahmer,احمر
pomiyol,پوميول
cooperation,ڪوآپريشن
hafizah,حافظه
motande,موٽندي
marhen,مڙهڻ
pechoha,پيچوها
mahadiyo,مھاديو
bachaendy,بچائيندي
milando,ملندو
mehkoomi,محڪومي
tarqiyat,ترقيات
tonair,ٽونئر
lixemberg,لڪسمبرگ
violence,وائلنس
shayeh,شايع
ultrasaoond,الٽراسائونڊ
namachari,ناماچاري
sumhiyo,سمهيو
alazam,العظام
aboomahdi,ابومهدي
insitional,انسشنل
sarmaikaria,سرمائيڪاريءَ
lakoon,لڪون
bulleteen,بليٽن
dring,ڊرنگ
khatyanan,کٽياڻن
workshop,ورڪشاپ
bhom,ڀوم
sorbos,سوربوس
aljobrota,الجوبروٽا
ghazean,غازين
nikoronzeza,نڪورونزيزا
sirus,سرڪس
hazim,هاضم
sopariyen,سوپارين
kajali,ڪجالي
wazarat,وزارت
mudakhilat,مداخلت
salyani,سالياني
amerts,امرٽس
mekaniyat,ميڪانيات
veharyaeen,ويهاريائين
saamtiya,سامٽيا
chefs,چيفس
nibahiya,نباھيا
jaim,جيم
jawabdan,جوابدان
udamandar,اُڏامندڙ
hijnis,هجنس
lezaref,ليزاريف
bachoos,بچوس
menospalitya,مينوسپالٽيءَ
janhn,جنهن
leave,ليو
mozih,موضح
hasasi,حساسي
ghardari,گهرداري
aasudegia,آسودگيءَ
ghuryaee,گهريائي
jagaan,جگن
itehadeen,اتحادين
himaqatan,حماقتن
harkhje,هرکجي
sawas,سواس
lateen,لاتين
echiyoor,ايچيور
nandhera,ننڍڙا
sis,سس
nandhriyoon,ننڍڙيون
aasuda,آسودا
jhangeeri,جهانگيري
sachayoun,سچايون
giryal,گريل
mekhna,ميخنا
hiso,حصو
hikleendo,هڪليندو
badmeasie,بدمعاشي
stream,اسٽريم
leung,ليونگ
haleef,حليف
tyareea,تياريءَ
aanora,آنورا
testaeen,تيستائين
ghotanan,گهوٽاڻن
athoon,اٺون
phhada,ڦڏا
dulhen,دهلن
khasyo,کسيو
ghafariah,غفاريه
lakhaan,لکان
lagaaiji,لڳائجي
gren,گرين
harejan,هريجن
palsa,پالسا
fazool,فضول
ahrar,احرار
sazish,سازش
separan,سيپارن
supaf,سپاف
manzara,منظرا
qaban,قبن
werzash,ورزش
soshiyalajia,سوشيالاجيءَ
pacha,پڇا
tanilah,تنيله
wasent,وسينٽ
dabeendranath,دبيندرناٿ
chaeyo,چائيو
doranhan,ڏورانهن
brintoon,برنٽون
munjhaan,منجهان
tadheen,تڏهين
alcheen,الچين
khuhanban,کهنبن
chandokia,چانڊوڪيءَ
shahdadanyan,شهداداڻين
chhormanchhar,ڇوڙمنڇر
azkhod,ازخود
tajveezoon,تجويزون
waregahh,واريگاهه
ario,ايريو
universities,يونيورسٽيز
sindhoi,سنڌوئي
kotri,ڪوٽڙي
khusoosan,خصوصن
kalesh,ڪيلاش
eratosthenes,ايراٽوسٿينيز
ghazi,غازيءَ
olmert,اولمرٽ
goshiyah,غوثيه
dharyodhan,ڌريوڌن
jamnoolad,جمنولد
joody,جودي
islaamik,اسلامڪ
karandan,ڪارندن
maafyaa,مافيا
sachidino,سچيڏنو
betaab,بيتاب
peyainday,پيئندي
leelah,ليله
ridhoon,رڍون
puhchayo,پھچايو
niyano,نياڻو
thakir,ٺاڪر
goldar,گولدار
chashmo,چشمو
kalooniyoon,ڪالونيون
ahmadgohrshahi,احمدگوھرشاهي
mushtarekah,مشترڪه
aggraee,اڳرائي
peerhia,پيڙهيءَ
chakhyo,چکيو
buldayati,بلدياتي
salahika,صلاحڪا
wihae,وهائي
bering,بيرنگ
darbar,دربار
banaspati,بناسپتي
baqaedgi,باقائدگي
jhan,جهڻ
piymal,پائمال
machhriyal,مڇريل
bethkatan,بيٺڪتن
journal,جرنيل
jeralad,جيرالڊ
likhtan,لکتن
lagasein,لڳاسين
soaizerland,سوئيزرلينڊ
jhoreea,جهوريءَ
karaaraeendar,ڪرائيندڙ
rithaeta,رٿائتا
shabeeh,شبيه
nigeen,نگين
kahloriya,ڪھلوريا
shaksi,شخصي
tectonic,ٽيڪٽونڪ
abadgaaran,آبادگارن
arfah,عرفه
modo,موڙو
tarjmo,ترجمو
galayendaran,ڳالهائيندڙن
girriyoon,گرڙيون
buriyoon,ٻڙيون
assmangling,اسمگلنگ
shikayaton,شڪايتون
kampoz,ڪمپوز
naki,ناڪي
tafreeqan,تفريقن
chakwa,چڪوا
chahendo,چاهيندو
fanzpur,فنزپور
mushtamil,مشتمل
miyana,مياڻا
mudsia,مڙسيءَ
khanninno,کڻڻو
pardhadhi,پڙڏاڏي
molsari,مولسري
naqeed,نقيد
waryaso,وارياسو
zalmani,ظالماڻي
dispenserian,ڊسپينسرين
reshwat,رشوت
trackan,ٽرڪن
gular,گلر
chageyoon,چڱيون
amolikh,امولک
jablan,جبلن
gunhgaar,گنھگار
serampur,سيرامپور
paraau,پڙاءُ
nazrati,نظرتي
kardaran,ڪاردارن
porihyo,پورھيو
wardh,ورڌ
alaarif,العارف
mahzoob,محذوب
janghh,جنگهه
kalanga,ڪلنگا
kosheshan,ڪوششن
rashtrakot,راشٽرڪوٽ
bachomal,بچومل
wajobah,وجوبه
watoon,واٽون
dhhapi,ڍاپي
ramzi,رمزي
kharia,کڙيءَ
alrahman,الرحمن
adopted,ايڊوپٽيڊ
alqareshi,القريشي
mojo,موجو
hikjetri,هڪجيتري
dorothy,ڊوروٿي
drafat,ڊرافٽ
bhaewari,ڀائيواري
mahzooz,محظوظ
compers,ڪمپرس
shantano,شانتانو
dramtic,ڊرئمٽڪ
jamar,ڄمار
ratia,رتيءَ
microsofiyo,مائڪروسوفيو
lunda,لنڊا
wasandeen,وسندين
poniran,پونيرن
benkig,بينڪنگ
muana,معنا
gadeen,گڏين
cases,ڪيسز
qiyadat,قيادت
selebus,سيليبس
kussi,ڪُسي
azabi,عذابي
moroi,موروئي
lelo,ليلو
tajarbati,تجرباتي
budhandaa,ٻڌندا
zes,زيس
khango,کانگو
erola,ايرولا
bukhandi,بکندي
chotkari,ڇوٽڪاري
tahkhanan,تهخانن
namacharia,ناماچاريءَ
junid,جنيد
hasnah,حسنه
tabaeen,تابعين
karkhanedar,ڪارخانيدار
wasanhanda,وسنهندا
alsia,السيءَ
werania,وراڻيءَ
kharaendyoun,کارائينديون
almalki,الملڪي
bigram,بگرام
gokhle,گوکلي
tayob,تيوب
aloodi,علودي
hao,ھئو
mayoosan,مايوسن
mathiyo,مٿيو
davemalae,ديومالائي
malkani,مالڪاڻي
chhaarto,ڇاڙتو
beqararia,بيقراريءَ
diyarji,ڏيارجي
nigrani,نگراني
kathaoon,ڪٿائون
badrooh,بدروح
geetkar,گيتڪار
tunhan,تنهن
rugo,رڳو
tahfo,تحفو
muwasilyat,مواصليت
spedo,اسپيڊو
throps,ٿروپس
tanhen,تنهن
barkatun,برڪتن
zakari,ذڪري
electroonan,اليڪٽرونن
makko,مڪو
jhona,جهونا
sethiya,سيٺيا
golha,ڳولھا
wehari,ويهاري
badakhlaqiyoon,بداخلاقيون
behrana,بهراڻا
chelam,چيلم
kawarji,ڪاوڙجي
taps,ٽيپس
puhchbo,پھچبو
terandazi,تيراندازي
takoro,ٽاڪوڙو
jakhorryo,جاکوڙيو
harguz,ھرگز
thoniyion,ٿوڻيون
khoonia,خونيءَ
sarchalis,سرچالس
pawat,پوت
dastarband,دستاربند
bhetae,ڀيٽائي
amrici,آمريڪي
alkalaabi,الڪلابي
arsheen,ارشين
chitaaee,چٽائيءَ
simthasonian,سمٿسونين
moter,موٽر
mokres,موڪريس
sarmarsooq,سرمرسوق
amrot,امروٽ
chartis,چارٽس
singita,سنگيتا
muhlaab,مهلب
golan,ڳولن
karans,ڪرنس
zardanjhri,زردانجهڙي
chokran,ڇوڪرن
qalib,قالب
jagiyas,جاڳيس
shetani,شيطاني
lorao,لوڙائو
basiz,باسز
mazmatoon,مذمتون
fawaidulambatdi,فوائدالمبتدي
khufqaan,خفقان
tarjumani,ترجماني
amaltaas,املتاس
tarsaee,ترسائي
khateendarr,کٽيندڙ
airab,اعراب
coants,ڪوئنٽس
menther,منٿر
liberary,لائبرريءَ
censory,سينسري
leteea,ليتيءَ
pijra,پڃرا
lapiyoon,لپيون
sialkot,سيالڪوٽ
khuredbeeni,خوردبيني
handheen,ھنڌين
martbo,مرتبو
aemaq,اعماق
sufed,سفيد
sadoqee,صدوقي
mazmah,معظمه
fill,فل
hartaloon,هڙتالون
machayoun,مچايون
tarar,ترار
ganayoon,ڳڻايون
tawari,توري
wev,ويو
toleedi,توليدي
anbreen,انبڙين
phhurande,ڦرندي
wachhaen,وڇائڻ
perahai,پڙاهائي
karwayun,ڪاروايون
tismaniya,تسمانيا
pakistab,پاڪستاب
velentina,ويلنٽينا
phholreen,ڦولڙين
panhnjoon,پنهنجون
mohino,موهڻو
bulkah,بلڪه
hoondus,هوندس
sochiyal,سوچيل
maamlay,معاملي
kakhin,ڪکن
kahani,ڪهاڻيءَ
norani,نوراني
utaraeen,اترئين
copiyan,ڪاپين
prectationer,پريڪٽيشنر
zahiryat,ظاھريت
evident,ايويڊنٽ
lends,لينڊس
shoabo,شعبو
daqat,دقت
baluchi,بلوچي
jumrat,جمرات
wajhinda,وجھندا
cox,ڪاڪس
janabia,جنابيءَ
localization,لوڪلائيزيشن
chapthariyoon,چپٿريون
pehnjiyon,پنھنجيون
sija,سڄا
choonkiriyoon,چونڪڙيون
tanheen,تنهين
rasees,رسيس
agrayan,اڳڙين
chaheendo,چاهيندو
doonhaee,دونهائي
parmand,پرماند
bhajanda,ڀڃندا
aneerai,انيراءِ
tajliyoon,تجليون
samkoyoun,سمڪويون
jeleena,جيلينا
chanoi,چنوئي
phahalae,ڦهلاءَ
ghariyal,گھڙيل
kakeshya,ڪاڪيشيا
cantish,ڪينٽش
exalated,ايگزاليٽڊ
labhandiyoon,لڀنديون
aqleem,اقليم
khaadha,کاڌا
koes,ڪوئس
kumiyoon,ڪميون
udhman,اُڌمن
merill,ميرل
mojogi,موجوگي
dhangan,ڌنگن
amwe,اموي
aafridi,آفريدي
compoundan,ڪمپائونڊن
samawati,سماوتي
paanti,پانٽي
praendaa,پرائيندا
thewaria,ٿيوريءَ
saail,سائل
wapari,واپاري
paintagon,پينٽاگون
aieni,آئيني
bandargahoon,بندرگاهون
anjee,انجي
konra,ڪونرا
pashoriyen,پشورين
bhalayoun,ڀلايون
qaam,قام
bukhiyen,بکين
pacha,پچا
wasej,وسيج
mutwaleen,متولين
ramkali,رامڪلي
phutando,ڦٽندو
integrated,انٽيگريٽڊ
baanoa,بانوءَ
zariyoon,ذريون
karako,ڪراڪو
raviye,رويي
fania,فانيءَ
iftaab,افتاب
heropanthi,ھيروپنٿي
mochara,موچارا
raftaran,رفتارن
bagherani,بغيراڻي
nepolin,نيپولين
mehkari,مهڪري
latte,ليٽ
bashinda,باشندا
zairan,زائرن
tamashabeen,تماشبين
rehwaseen,رهواسين
ectors,ايڪٽرز
aando,آندو
muqtader,مقتدر
wawatadeeni,ووتاديني
wisareen,وسارين
kaebi,ڪعبي
baliyoon,ڀليون
crossing,ڪراسنگ
trucksh,ٽرڪش
ustadan,استادن
gatho,ڳٺو
kesni,ڪيسني
ukreen,يوڪرين
adawatun,اڏاوتن
naarvee,ناروي
shakhs,شخص
percedent,پرسيڊنٽ
computerize,ڪمپيوٽرائيز
matondalkar,مٽونڊلڪر
nasihat,نصيحت
falo,فالو
adeeban,اديبن
pasayal,پسايل
hashwani,هاشواڻي
maamlah,معامله
turkmenistan,ترڪمانستان
khumar,خمار
bhaityo,ڀائيٽيو
khudyan,کُڏين
sandheka,سنڌيڪا
wagiyal,واڳيل
moltan,مولتان
shiran,سهيڙڻ
nijhaan,نجهان
khotaejan,کوٽائجن
matia,مطيع
maghribee,مغربي
poe,پوءَ
atheen,اٺين
qaaris,قارص
gianchandani,گيانچنداڻي
sanatkaran,صنعتڪار
altashbeeh,التشبيهه
dodal,دودل
sorry,شوري
shangaraf,شنگرف
rejani,ريجاڻي
daansgaah,دانسگاهه
thadhan,ٿڌن
danishamdi,دانشمدي
maalia,ماليءَ
jazm,جزم
asriyat,اثريت
melaniat,ميلانيت
necliocapsed,نيڪليوڪيپسڊ
cycological,سائڪولاجيڪل
meroparbat,ميروپربت
pipus,پائپس
aacha,آچا
koraey,ڪورائي
nasan,نسن
chandokian,چانڊوڪين
teeli,تيلي
woling,وولنگ
qaaidey,قاعدي
pahraenda,پهرائيندا
pahriyati,پهرياتي
zindigi,زندگي
melik,ميلڪ
guang,گئانگ
rakhae,رکائي
nanisha,نانشا
seji,سيجي
umor,امور
masokhi,مسوخي
botia,ٻوٽيءَ
misketaeen,مسڪيٽائين
buzdilia,بزدليءَ
alambardar,علمبردار
widhan,وڙھڻ
musafitoon,مسافتون
discremination,ڊسڪرمنيشن
cubik,ڪيوبڪ
jhanghet,جهنجهٽ
tajnesan,تجنيسن
mercedez,مرسيڊيز
mehrchandani,مهرچنداڻي
nigraan,نگران
kasha,ڪشا
sadbiyoon,سڏبيون
qamtalib,قمطلب
karayam,ڪرايم
guftah,گفته
ustar,استر
myami,ميامي
faiq,فائق
digma,ڊگما
sanvejo,سنويجو
pirt,پرت
nezun,نيزن
tekamdas,ٽيڪمداس
feqran,فيقرن
rohangiya,روهنگيا
sahafeen,صحافين
tencent,ٽينسينٽ
gudon,گڏڻ
hadisa,حديث
chhoriya,ڇوڙيا
mahajar,مھاجر
nishandahi,نشاندهي
tahreeran,تحريرن
jorendo,جوڙيندو
qomparastan,قومپرست
sawala,سوالا
yamoel,يموئل
mazbootia,مضبوطيءَ
charhae,چڙھائي
praain,پرائڻ
banaendar,بنائيندڙ
imamiyah,اماميه
sifadi,سفادي
jinaat,جنات
wapraenda,واپرائيندا
perya,پريا
anokan,اڻوڪن
kandrani,ڪندراڻي
ghatae,گھٽائي
aprelu,اپريل
mukhalifeen,مخالفين
astooniyo,استونيو
yakut,ياقوت
vathandar,وٺندڙ
qablyat,قابليت
mutbuaat,مطبوعات
tafsileen,تفصيلن
smath,سمٿ
jaltee,جلتي
mehno,مهڻو
mobhi,موڀي
hindorani,هندوراڻي
jamandar,ڄمندڙ
aank,آنڪ
homri,هومري
chend,چينڊ
naqeloon,نقيلون
kanthi,ڪنٺي
gachee,گچي
siyaji,سياجي
pahroki,پهروڪي
kaloji,ڪالوجي
afsaanvee,افسانوي
raqasaun,رقاصائن
botani,ڀوتاڻي
khareedaree,خريداري
vilkin,ولڪن
charandar,چرندڙ
naaib,نائب
dais,ديس
toya,ٽويا
thokroon,ٺوڪرون
muslikan,مسلڪن
translative,ٽرانسليٽيو
maqdasi,مقدسي
rahjo,رهجو
hetri,ھيتري
widhanda,وڙھندا
manjaebo,مڃائبو
bandranaeki,بندرانائيڪي
jaweed,جاويد
kagh,ڪاغ
sifari,صفاري
umleen,عملين
mansob,منصوب
chamandi,چمندي
kabba,ڪابہ
sakharam,سخارام
gorchaniyen,گورچاڻين
daawa,دعوا
gigar,گگر
