vrithiyaakkiyathinu,വൃത്തിയാക്കിയത്തിനു
undaayirunnaa,ഉണ്ടായിരുന്നാ
saandreekaranangalil,സാന്ദ്രീകരണങ്ങളിൽ
vishamithilaan,വിഷമിത്തിലാണ്
moonnusettu,മൂന്നുസെറ്റ്
dhyaanavediyilekku,ധ്യാനവേദിയിലേക്ക്
puthumukhamenkilum,പുതുമുഖമെങ്കിലും
sammaanichaale,സമ്മാനിച്ചാലേ
roopathaykkullile,രൂപതയ്ക്കുള്ളിലെ
haanikaramaakunna,ഹാനികരമാകുന്ന
manassilaay,മനസ്സിലായ്
kayattendennu,കയറ്റേണ്ടെന്ന്
smaraanaartham,സ്മരാണാർത്ഥം
voteavakaasham,വോട്ടവകാശം
pravartthikkano,പ്രവർത്തിക്കണോ
madhukkare,മധുക്കരെ
kansarvetteevukalaanu,കൺസർവേറ്റീവുകളാണ്
pennukesinu,പെണ്ണുകേസിന്
vilayittavar,വിലയിട്ടവർ
azhuthithalliyathaayaanu,എഴുതിത്തള്ളിയതായാണ്
nanparukalumaayo,നന്പറുകളുമായോ
thenguvaan,തേങ്ങുവാൻ
prasilninnu,പ്രസിൽനിന്ന്
paarambaryamaanu,പാരമ്ബര്യമാണ്
udichupongunnathu,ഉദിച്ചുപൊങ്ങുന്നത്
aaropanangalkkumaan,ആരോപണങ്ങൾക്കുമാണ്
kaidikkoppamaanu,കൈദിക്കൊപ്പമാണ്
njagalozhukkum,ഞങ്ങളൊഴുക്കും
laingeekathayeppatti,ലൈംഗീകതയെപ്പറ്റി
smoothing,സ്മൂതിങ്
sinika,സിനിക
mahaathmaavinte,മഹാത്മാവിന്റെ
maattanamennaano,മാറ്റണമെന്നാണോ
khatharumellaam,ഖത്തറുമെല്ലാം
aashayathalathilaanu,ആശയതലത്തിലാണ്
nagachaithanyam,നാഗചൈതന്യം
thudangiyavayodu,തുടങ്ങിയവയോടു
himapparappukalum,ഹിമപ്പരപ്പുകളും
shivayumaayulla,ശിവയുമായുള്ള
karachililo,കരച്ചിലിലോ
gaveshanathodeyulla,ഗവേഷണത്തോടെയുള്ള
karimbanakal,കരിമ്പനകൾ
pathminiyedatthiyum,പത്മിനിയേടത്തിയും
adachupoottukayo,അടച്ചുപൂട്ടുകയൊ
edavakakalilellaam,ഇടവകകളിലെല്ലാം
budsil,ബഡ്സിൽ
koottiyappolu,കൂട്ടിയപ്പോള്
westcoat,വെസ്റ്റ്കോട്ട്
parasyamilla,പരസ്യമില്ല
appallatt,അപ്പല്ലറ്റ്
vvahikkuvaanum,വ്വഹിക്കുവാനും
ennannu,എന്നന്ന്
karmmamekhalakal,കർമ്മമേഖലകൾ
maranakkenikku,മരണക്കെണിക്കു
subhadravumaaya,സുഭദ്രവുമായ
vadhakkesilumellaam,വധക്കേസിലുമെല്ലാം
oleevaykku,ഒലീവയ്ക്ക്
nashtapettirunnu,നഷ്ടപെട്ടിരുന്നു
divasamaay,ദിവസമായ്
cancerukalaanu,ക്യാൻസറുകളാണ്
arichumkondu,അരിച്ചുംകൊണ്ട്
athulyem,അതുല്യേം
aamirkhaanoppam,ആമിർഖാനൊപ്പം
chaalanchukalumaayi,ചാലഞ്ചുകളുമായി
pankuvaykkunpolu,പങ്കുവയ്ക്കുന്പോള്
vaangiyittuveno,വാങ്ങിയിട്ടുവേണോ
asthirathayaanu,അസ്ഥിരതയാണ്
kozhikunjungaleyaanu,കോഴികുഞ്ഞുങ്ങളെയാണ്
michirikkunnadi,മിച്ചിരിക്കുന്നടി
vellakkaamattam,വെള്ളക്കാമാറ്റം
sabhaasammelanangalil,സഭാസമ്മേളനങ്ങളിൽ
aaplikeshante,ആപ്ലികേഷന്റെ
neettikkittaanulla,നീട്ടിക്കിട്ടാനുള്ള
thonnaathathennum,തോന്നാത്തതെന്നും
vaazhappolavay,വാഴപ്പോളവയ്
sumohane,സുമോഹനെ
nyaayaadhipayum,ന്യായാധിപയും
microflorayude,മൈക്രോഫ്ലോറയുടെ
sasyaplavangalude,സസ്യപ്ലവങ്ങളുടെ
visheshathinteyum,വിശേഷത്തിന്റെയും
onnurachathaanu,ഒന്നുരച്ചതാണ്
kappiyonnum,കാപ്പിയൊന്നും
nadathunnathinuvare,നടത്തുന്നതിനുവരെ
parinithiyalle,പരിണിതിയല്ലേ
ulladakkathinumaayi,ഉള്ളടക്കത്തിനുമായി
ayarpporttilninn,എയർപ്പോർട്ടിൽനിന്ന്
hafisaanu,ഹഫീസാണ്
samvaadaanthareekshathe,സംവാദാന്തരീക്ഷത്തെ
ishtamillaayma,ഇഷ്ടമില്ലായ്മ
parichayichathinu,പരിചയിച്ചതിന്
prestipinoyude,പ്രസ്റ്റിപിനോയുടെ
ambalaparambil,അമ്പലപറമ്പിൽ
sahakaranamekhalaykkaayi,സഹകരണമേഖലയ്ക്കായി
kurachupravar,കുറച്ചുപ്രവര്
thodukalumulla,തോടുകളുമുള്ള
padhathiyaanithu,പദ്ധതിയാണിത്
nadakkunnavayaanu,നടക്കുന്നവയാണ്
cheruvandi,ചെറുവണ്ടി
laingikaaropanangalile,ലൈംഗികാരോപണങ്ങളിലെ
nettamidunnundu,നേട്ടമിടുന്നുണ്ട്
soundaryavumaaya,സൌന്ദര്യവുമായ
keralagavarmentinte,കേരളഗവർമെന്റിന്റെ
saittiladakkam,സൈറ്റിലടക്കം
sikalilokke,സികളിലൊക്കെ
nettangalilekku,നേട്ടങ്ങളിലേക്കു
nadapadikaleyokke,നടപടികളെയൊക്കെ
bombuketti,ബോംബുകെട്ടി
sthuthiyum,സ്തുതിയും
paatapusthakasamithi,പാഠപുസ്തകസമിതി
lapsukalum,ലാപ്സുകളും
parishatthinodoppam,പരിഷത്തിനോടൊപ്പം
aarumeetteedilum,ആരുമീട്ടീടിലും
secontolamulla,സെക്കന്റോളമുള്ള
athondokke,അതോണ്ടൊക്കെ
ottayennam,ഒറ്റയെണ്ണം
vyaakthamaakkunnath,വ്യാക്തമാക്കുന്നത്
shtyakkaaranenn,ഷ്ട്യക്കാരനെന്ന്
asaadhuvaanennaan,അസാധുവാണെന്നാണ്
chithraabhaasam,ചിത്രാഭാസം
poothuvidarenda,പൂത്തുവിടരേണ്ട
kasttadiyode,കസ്റ്റഡിയോടെ
ludhianvi,ലുധിയാൻവി
simhavumaaya,സിംഹവുമായ
vegameduthaalu,വേഗമെടുത്താല്
kolaniyilundaayi,കോളനിയിലുണ്ടായി
mathsarangalkkumumbu,മത്സരങ്ങൾക്കുമുമ്പ്
thunikondundaakkiya,തുണികൊണ്ടുണ്ടാക്കിയ
swaroopikkanamennu,സ്വരൂപിക്കണമെന്നു
godhaavariyile,ഗോധാവരിയിലെ
upekshikkendathumaaya,ഉപേക്ഷിക്കേണ്ടതുമായ
manushyathvathodumaanu,മനുഷ്യത്വത്തോടുമാണ്
praveshanampoleyaakum,പ്രവേശനംപോലെയാകും
santech,സാന്റെക്
mulakalilekkulla,മുലകളിലെക്കുള്ള
olympiakkas,ഒളിംപിയാക്കസ്
aiyodumaanu,ഐയോടുമാണ്
kettethiyavare,കേട്ടെത്തിയവരെ
anukal,അണുകൾ
pathinettaamperukk,പതിനെട്ടാംപെരുക്ക്
meenpiduthamaanu,മീൻപിടുത്തമാണ്
haldorson,ഹാൽഡോർസൻ
sholayaarinte,ഷോളയാറിന്റെ
maruyukthiyum,മറുയുക്തിയും
vijayasharaashariyulla,വിജയശരാശരിയുള്ള
michabhoomiyundennu,മിച്ചഭൂമിയുണ്ടെന്നു
prannoy,പ്രണോയി
peedanakkesumokke,പീഡനക്കേസുമൊക്കെ
mohanlaalethunnathu,മോഹൻലാലെത്തുന്നത്
saamraajathin,സാമ്രാജത്തിന്
kuniyanthodatthu,കുനിയന്തോടത്ത്
lamgaatha,ലംഗാത്ത
sakhyamullathinaal,സഖ്യമുള്ളതിനാൽ
hottaladhikrutharumaayi,ഹോട്ടലധികൃതരുമായി
niyamasabhaamgangalkk,നിയമസഭാംഗങ്ങൾക്ക്
nirayunnuvennaanu,നിറയുന്നുവെന്നാണ്
tholittu,തോലിട്ട്
avasaanichukollum,അവസാനിച്ചുകൊള്ളും
aadhikaarikathayundenn,ആധികാരികതയുണ്ടെന്ന്
beedikkett,ബീഡിക്കെട്ട്
flipkartilum,ഫ്ളിപ്കാർട്ടിലും
vijayapurathinte,വിജയപുരത്തിന്റെ
veezhchayaayum,വീഴ്ചയായും
kanayathu,കണയത്ത്
athinoppamaanenn,അതിനൊപ്പമാണെന്ന്
rakkar,റക്കർ
kolanivaazhchakkaalathu,കോളനിവാഴ്ചക്കാലത്തു
kaattunnuvennathum,കാട്ടുന്നുവെന്നതും
raashtrashareerathile,രാഷ്ട്രശരീരത്തിലെ
earenaalaayittilla,ഏറെനാളായിട്ടില്ല
vaalancheriyile,വാലഞ്ചേരിയിലെ
avanth,അവന്ത്
mathsyabandhanabottu,മത്സ്യബന്ധനബോട്ടു
empaanalukaare,എംപാനലുകാരെ
thanthramaanithinte,തന്ത്രമാണിതിന്റെ
vyaajathokkukal,വ്യാജത്തോക്കുകൾ
chodichuponnathu,ചോദിച്ചുപോന്നത്
yousafinodu,യൂസഫിനോട്
ivayaanenkilu,ഇവയാണെങ്കില്
rajeendrakumarineyum,രജീന്ദ്രകുമാറിനെയും
sikkiminteyum,സിക്കിമിന്റെയും
kittanillathe,കിട്ടാനില്ലാതെ
valantiyarmaaraanu,വളന്റിയർമാരാണ്
muralyettaa,മുരള്യേട്ടാ
thammiladichathu,തമ്മിലടിച്ചത്
kalahichaal,കലഹിച്ചാൽ
swaahaabikalude,സ്വാഹാബികളുടെ
helanilaanu,ഹെലനിലാണ്
adhyakshanaayathumuthal,അധ്യക്ഷനായതുമുതൽ
peyinekkaal,പെയിനേക്കാൾ
paayichayaale,പായിച്ചയാളെ
sahaline,സഹാലിനെ
kalpichukoduthathu,കല്പിച്ചുകൊടുത്തത്
koothaadaano,കൂത്താടാനോ
bhooshanile,ഭൂഷണിലെ
konnathu,കൊന്നത്ത്
metaalikkinum,മെറ്റാലിക്കിനും
punnarakkanth,പുന്നരക്കന്ത്
thellonnum,തെല്ലൊന്നും
puruliyayilum,പുരുളിയയിലും
thamasikkan,താമസിക്കാൻ
groyude,ഗ്രോയുടെ
koraraayirunnu,കോററായിരുന്നു
kareenayumayulla,കരീനയുമായുള്ള
dhippikkunnathumaaya,ധിപ്പിക്കുന്നതുമായ
anugamikkappeduvaanu,അനുഗമിക്കപ്പെടുവാന്
chithramundaayathu,ചിത്രമുണ്ടായത്
lalathamaaya,ലളതമായ
krishnamaniyum,കൃഷ്ണമണിയും
aakarshakathayum,ആകർഷകതയും
chinthayaanullath,ചിന്തയാണുള്ളത്
peyintidichu,പെയിന്റിടിച്ചു
trafficumaayaanu,ട്രാഫിക്കുമായാണ്
kodiyilekkum,കൊടിയിലേക്കും
naaraayanabhattathiriyum,നാരായണഭട്ടതിരിയും
purakkaadinu,പുറക്കാടിന്
thunnaanaayaan,തുന്നാനായാണ്
dusktop,ഡസ്ക്ടോപ്
baadhitharaayittullath,ബാധിതരായിട്ടുള്ളത്
ruchiyariyaanaavaathe,രുചിയറിയാനാവാതെ
kuravayidukayum,കുരവയിടുകയും
bhavathiykku,ഭവതിയ്ക്ക്
thottakkunnil,തോട്ടക്കുന്നിൽ
pandithanaakkum,പണ്ഡിതനാക്കും
nirayundaayilla,നിരയുണ്ടായില്ല
puthucheriyiletthum,പുതുച്ചേരിയിലെത്തും
vijayamaayamaayennaan,വിജയമായമായെന്നാണ്
eduthuchaadiyathine,എടുത്തുചാടിയതിനെ
paazhaayippovukayilla,പാഴായിപ്പോവുകയില്ല
kaiviraltthumbil,കൈവിരൽത്തുമ്പിൽ
uriyunnu,ഉരിയുന്നു
veembilakkaruthu,വീമ്പിളക്കരുത്
islamisation,ഇസ്ലാമൈസേഷൻ
balipindavumaayi,ബലിപിണ്ഡവുമായി
thirutthiloode,തിരുത്തിലൂടെ
lawang,ലാവാംഗ്
koluthukayennathu,കൊളുത്തുകയെന്നത്
israyelilninnulla,ഇസ്രയേലിൽനിന്നുള്ള
motezhsinum,മോട്ടേഴ്സിനും
pinthunayundennum,പിൻതുണയുണ്ടെന്നും
anshad,അൻഷാദ്
vedanasamhaariyile,വേദനസംഹാരിയിലേ
thoorumaanamaayi,തൂരുമാനമായി
asamkari,അസംകാരി
maanchastarinodum,മാഞ്ചസ്റ്ററിനോടും
oomasseriye,ഓമശ്ശേരിയെ
muthukkin,മുതുക്കിൻ
essilumokke,എസ്സിലുമൊക്കെ
soukaryakkuravum,സൌകര്യക്കുറവും
bhaavukathvaparinaamangal,ഭാവുകത്വപരിണാമങ്ങൾ
doshamvarunna,ദോഷംവരുന്ന
venyuvinaan,വെന്യുവിനാണ്
karuthappedunnapole,കരുതപ്പെടുന്നപോലെ
pithav,പിതവ്
perumbanna,പെരുമ്പന്ന
vimalayudeyum,വിമലയുടേയും
athiningane,അതിനിങ്ങനെ
cheraanum,ചേരാനും
