mwnlwnga,मोनलोङा
fwsabtai,फोसाबथाय
gwrwbhwnayao,गोरोबहोनायाव
karkwmalangra,खारखोमालांग्रा
bisajlani,बिसाज्लानि
bisina,बिसिना
gwsarw,गोसारो
rejistrar,रेजिष्ट्रार
jilayaobw,जिलायावबो
rajapwrnw,राजाफोरनो
railao,रेलाव
mwnakwo,मोनाखौ
somao,समआव
jakhw,जाखो
jadob,जादब
snini,स्निनि
uberaijeshon,उबेरायजेशन
dajabdernai,दाजाबदेरनाय
gwglwilangw,गोग्लैलाङो
jamsedji,जामसेदजि
nakrebnanwi,नाख्रेबनानै
flyde,फ्लाइड
lannw,लाननो
kalamaswi,खालामासै
phosongthahwinaini,फसंथाहैनायनि
dingnaini,दिंनायनि
swrjimwn,सोरजिमोन
derao,देराव
pwsaobwdwngmwnblabw,फोसावबोदोंमोनब्लाबो
gubunfwrni,गुबुनफोरनि
lagainaini,लागायनायनि
arpwra,आरफोरा
guwahti,गुवाहटि
shungnai,शुंनाय
angswi,आंसै
hariyaripwrkwo,हारियारिफोरखौ
beherbari,बेहेरबारि
pitaipwrniprai,फिथायफोरनिफ्राय
tisonna,थिसनना
jarimin,जारिमिन
ginayao,गिनायाव
publickpwrni,पाब्लिकफोरनि
raoswlaigirinw,रावसोलायगिरिनो
geleyw,गेलेयो
gidinglangpinnangwo,गिदिंलांफिननांगौ
kayakwi,खायाखै
gwrwntipwrkwo,गोरोन्थिफोरखौ
agowala,आगवाला
gworanggo,गौरांग
barslaidwngmwn,बारस्लाइदोंमोन
bunduram,बुन्दुराम
ajekhantiadi,आजेखान्थियादि
akhaini,आखायनि
somostiao,समष्टिआव
hwnon,होनन
dwnnaya,दोन्नाया
dustbinkwo,डास्टबिनखौ
bhartarifwra,भारतारिफोरा
faseting,फासेथिं
jangkrikangnaini,जांख्रिखांनायनि
mwjangjanangwo,मोजांजानांगौ
soseao,ससेआव
ammani,आम्मानि
naikangnaini,नायखांनायनि
tangfinnangw,थांफिननाङो
jwb,जोब
asijwng,आसिजों
levelao,लेभेलाव
nadwngmwnblabw,नादोंमोनब्लाबो
rajkantijwng,राजखान्थिजों
usni,इउएसनि
fayas,फायास
maografwrni,मावग्राफोरनि
mlapwrni,एमएलएफोरनि
bangaywibw,बाङायैबो
dungbrudjwng,दुंब्रुदजों
mansikwo,मानसिखौ
hadwrmayao,हादोरमायाव
labaitaywbla,लाबायथायोब्ला
rwjablaiw,रोजाबलायो
wngkarsigwomwn,ओंखारसिगौमोन
udkarijwng,उदखारिजों
naoajos,नावाजस
ranhwnanwi,रानहोनानै
borjola,बरजला
dinbondhu,दिनबन्धु
emonbadi,एमनबादि
committeeniprai,कमिटिनिफ्राय
horkanai,हरखानाय
tangdwngblabw,थांदोंब्लाबो
kacharipara,काचारिपारा
tisonbwnaikwo,थिसनबोनायखौ
dehapahamsaliao,देहाफाहामसालियाव
horhwnw,हरहोनो
hebtanaiao,होबथानायाव
andwao,आन्दोआव
saprwmnwbw,साफ्रोमनोबो
munghari,मुंहारी
suspend,सासपेन्द
haidrolik,हाइद्रलिक
jillapwra,जिल्लाफोरा
poraisafwrjwng,फरायसाफोरजों
gaonikruibw,गावनिख्रुइबो
basumatarysubungpwra,बसुमतारीसुबुंफोरा
adala,अदलआ
kumtaini,खुमथायनि
hastaigra,हास्थायग्रा
derhanaifwra,देरहानायफोरा
ng,एनजि
sigidwngmwn,सिगिदोंमोन
fekaltiya,फेकालथिया
baohornaini,बावहरनायनि
dwnw,दोनो
pedernaya,फेदेरनाया
bahaigiripwrniprai,बाहायगिरिफोरनिफ्राय
naisongdwng,नायसंदों
mwnnwiniprainw,मोननैनिफ्रायनो
gamifwrao,गामिफोराव
sokkar,सक्कार
sanjit,सन्जित
kalamjwbna,खालामजोबना
habapari,हाबाफारि
jagainai,जागायनाय
commissionera,कमिसनारा
hanmwtamela,हान्मोथामेला
kwrangiripwr,खोरांगिरिफोर
pakija,पाकिजा
pungnuprainw,फुंनुफ्रायनो
nwjwrjwngnw,नोजोरजोंनो
pulunghaya,फुलुंहाया
melakwo,मेलाखौ
prosadao,प्रसादआव
gaglwblainwbw,गाग्लोबलायनोबो
japunghwnaiao,जाफुंहोनायाव
pwtaigrapwrni,फोथायग्राफोरनि
swlainaya,सोलायनाया
jiukang,जिउखां
bipanaripwra,बिफानारिफोरा
joluki,जलुकि
homnanwisw,हमनानैसो
hindufwra,हिन्दुफोरा
tikalamdwng,थिखालामदों
metrik,मेट्रिक
kabaow,खाबावो
accident,एक्सिदेन्ट
mwnnwikwobw,मोननैखौबो
hwkargasinw,होखारगासिनो
nemni,नेमनि
dolgaoni,दलगावनि
swdanghwya,सोदांहोआ
hwtwng,होथों
bollywoodni,बलीउडनि
manigwn,मानिगोन
bajetkwo,बाजेतखौ
tapadwngmwnblabw,थाफादोंमोनब्लाबो
hataini,हाथायनि
kaonaijwng,खावनायजों
mitisarhwnwbla,मिथिसारहोनोब्ला
nomination,नमिनेसन
rahayaobw,राहायावबो
poraisalikwo,फरायसालिखौ
bahaibwnaya,बाहायबोनाया
somostini,समस्तिनि
kastomar,कास्तमार
fehernaikwo,फेहेरनायखौ
jahwinw,जाहैनो
cabinetni,केबिनेटनि
projectao,प्रजेक्टाव
mongolbarao,मंगलबाराव
gwlwibla,गोलैब्ला
novemberniprai,नवेम्बरनिफ्राय
gidingbaidwngmwn,गिदिंबायदोंमोन
lingsar,लिंसार
kwndwbni,खोन्दोबनि
hangkraywini,हांख्रायैनि
biswm,बिसोम
publicinga,पाब्लिसिङा
electricni,इलेकट्रिकनि
jaifwrao,जायफोराव
bwswrprwbw,बोसोरफ्रोबो
naojwngbw,नावजोंबो
konnai,खन्नाय
laimwnpwrnw,लायमोनफोरनो
hwkraodwng,होख्रावदों
gejerkwo,गेजेरखौ
btckwo,बिटिसिखौ
khwmsia,खोमसिआ
aiudf,एआइइउडिएफ
japungsarnaini,जाफुंसारनायनि
mwnnaijwng,मोन्नायजों
moreniprai,मरेनिफ्राय
dolejwng,दलेजों
buletinniprai,बुलेटिननिफ्राय
childrane,चिल्ड्रेन
hajelakwo,हाजेलाखौ
dimando,दिमान्ड
jogodis,जगदिस
harwngtaini,हारोंथायनि
gubunglepwr,गुबुंलेफोर
subal,सुबाल
mohabahu,महाबाहु
dabikwo,दाबिखौ
korajhorao,कराझराव
bulailainw,बुलायलायनो
gwmwnai,गोमोनाय
swdrwmapwrakwo,सोद्रोमाफोराखौ
australiani,अष्ट्रेलियानि
bipanari,बिफानारि
pinnaibadiywi,फिन्नायबादियै
gwrwbhwlainw,गोरोबहोलायनो
packagepwr,पेकेजफोर
haoriani,हावरियानि
dabgalangnai,दाबगालांनाय
hantidwng,हान्थिदों
lirakwimwn,लिराखैमोन
gikangnw,गिखांनो
mwngbw,मोंबो
aamingamiao,आमिनगामिआव
mibtiyakhwiblabw,मिबथियाखैब्लाबो
kwosw,खौसो
hamnaini,हामनायनि
gubungnai,गुबुंनाय
dwidengiripwrniaobw,दैदेनगिरिफोरनियावबो
difuao,डिफुआव
farkw,फारखो
dasmwnha,दासमोनहा
modarnaijeson,मदारनाइजेसन
rodayao,रदायाव
bisargiri,बिसारगिरि
raoswlaigiripwra,रावसोलायगिरिफोरा
posongtanniprai,फसंथाननिफ्राय
dakatifwrnifrai,दाखाथिफोरनिफ्राय
schemepwr,स्किमफोर
sohai,सहाय
gejerjhwng,गेजेरझों
tagwnna,थागोनना
kalamhwnw,खालामहोनो
jangkrikangnaipwrni,जांख्रिखांनायफोरनि
gwswi,गोसै
fojgra,फजग्रा
gwnang,गोनां
gelegiripwrnisim,गेलेगिरिफोरनिसिम
fwnangdwngonline,फोनांदोंअनलाइन
bibanpwrkwo,बिबानफोरखौ
jogaina,जगायना
swdroma,सोद्रमा
garangkwo,गारांखौ
dutangkwo,दुथांखौ
machin,मेचिन
fwigwon,फैगौन
raijw,रायजो
raidainw,रायदायनो
hwnanwisw,होनानैसो
gibiya,गिबिया
gulu,गुलु
mlapwra,एमएलएफोरा
butarjwbnaini,बुथारजोबनायनि
gandhijini,गान्धीजीनि
aghadi,आघादि
salihangkw,सालिहांखो
bilpatar,बिलपाथार
bimungpwrnibw,बिमुंफोरनिबो
salaigiriya,सालाइगिरिया
alfajwng,आलफाजों
pacenger,पेसेन्जार
kipara,किपारा
vernika,भेरनिका
aganni,आगाननि
twitai,थैथाय
daogahwnw,दावगाहोनो
daokwlai,दावखोलाय
gotaihornw,गथायहरनो
habamwkangari,हाबामोखाङारि
bufainw,बुफायनो
bijirsong,बिजिरसं
gwnangtikwo,गोनांथिखौ
dongmwnblabw,दंमोनब्लाबो
burwi,बुरै
lirnaijwng,लिरनायजों
suraksa,सुराकसा
katiswi,खाथिसै
homfwr,हमफोर
maobikanti,मावबिखान्थि
songalifwrni,संगालिफोरनि
karbredwngmwn,खारब्रेदोंमोन
maotimwna,मावथिमोना
aogailangnai,आवगायलांनाय
febraori,फेब्रावरि
gibiaao,गिबिआव
rongjanai,रंजानाय
tapwinaipwra,थाफैनायफोरा
purbo,पुर्ब
sifaina,सिफायना
kagwomwn,खागौमोन
maokulikwo,मावखुलिखौ
