frental,فرنٹل
avlad,اَولاد
prazenith,پرٛزنتھ
nakshaaf,نکشاف
alanwar,الانوار
kodreti,قۄدرتی
eshinzawardiger,ایشنزاوردیگر
meejer,میجر
zatkis,زاتکِس
nabaa,نبا
nidaan,ندان
sifaratkhanon,سفارتخانوں
paata,پاتا
farmayazaniya,فرمایازانیہ
bazarhasan,بازارحسن
wajnen,واجنٮ۪ن
trobetzkoi,ٹراوبزکی
hechhan,ہیٚچھن
elaqayi,علاقٲیی
dorkardiyah,دورکردیاہ
makaniyon,مکانیوں
prosecutors,پراسیکیوٹرس
siyaheti,سیاحتی
kiyazi,کیازِ
saryara,سریارا
qonun,قونوٗن
qutah,کوٗتاہ
ehbaab,احباب
sawaalas,سوالس
phedrevith,پُھڑٲوِتھ
charaal,چرال
cherith,حٲرتھ
trendz,ٹرینڈز
mokhsustar,مخصوٗصترتیب
tizee,تیٖزی
zerye,ذٔریعہ
rectorsar,ریکٹرسر
pardusri,پردوسری
wakshmeerparpabandi,وکشمیرپرپابندی
dakhasak,دکھاسک
iqbaalas,اقبالس
dhaab,ڈھاب
bahadarshah,بہادرشاہ
istemal,اِستعمال
afta,آفتا
baater,باتر
afganista,افغانستا
sedar,سٔدر
riyaste,ریاستہٕ
tasundy,تسنٛدُے
meshravan,مٔشراوان
wothus,ووٚتُھس
kamukhtalif,کامختلف
satpokhri,ستپوکھری
rachhnuk,رچھنکُ
kepst,کیپسٹ
parnefret,پرنفرت
kermeyt,کٔرمٕتۍ
darkahoti,درکاہوتی
sajdeh,سجدہ
ijaz,ایجاز
ehtejajachar,احتجاجاچار
gamezfedration,گیمزفیڈریشن
grantas,گرانٹس
vavraan,ووران
wichan,وچھان
wakilas,وکیٖلس
prosecotor,پراسیکوٹر
yedarpa,یدارپا
konakaam,کوناکام
tarnamil,ترنامل
rupenderpaal,روپندرپال
mulyaam,ملیام
mandimarch,منڈیمارچ
kaskon,کاسکون
avrakhlaqi,اوراخلاقی
bunyadpramat,بنیادپرامت
chhabda,چھبڑا
pachral,پچھرل
jaldebaldiyari,جلدبلدیاری
haankle,ہانٛکلہٕ
tathiri,تطہیری
chy,چھَے
preznith,پرزنتھ
pagambaran,پاغمبرن
aamaj,آماج
saler,سالر
vonus,وونُس
sajro,سجرو
istigfar,استغفار
hindes,ہِندس
pastaan,پستان
alshohud,الشہود
namrudi,نمرودی
neyk,نٕکۍ
chondh,چوندھ
chakmagloro,چکمگلورو
idare,اِدارٕ
breading,بریڈنگ
kanhyalal,کنہیالال
idaam,ادام
vekshmeerpoliyas,وکشمیرپولیس
orbalkhasus,اوربلخصوص
eidulaslam,ایدالاسلام
tehzibas,تہذیٖبَس
alirshaad,الارشاد
phos,پھوس
lapeta,لپیٹا
bamisti,بمستی
naswaniyat,نسوانیت
variyahas,واریاہَس
votlaavaan,وُۄتلاوان
sitaarak,ستارک
ejazath,اِجازتھ
thaewith,تھٔوِتھ
babuleen,بابولین
badhor,بدھور
oarsan,اورسن
yaedi,یٲدی
wowne,ووننہٕ
nandigram,نندیگرام
maraaslaat,مراسلات
almuqarbin,المقربین
saleybas,سلیبس
kopehchana,کوپہچانا
wanaw,وَنو
tesevur,تصور
stefanos,سٹیفانوس
panas,پنَس
myati,میٚتہِ
banyomut,بنیٛومُت
almaren,المارٮ۪ن
etibari,اعتباری
sekshem,سکشم
husharei,ہشارٕے
newiyat,نوعیت
vahikh,واہیکھ
shaurich,شوٚعوٗرٕچ
deyv,دۄیَو
mulapuram,ملاپورم
labartery,لیبارٹری
tyeg,تیغ
izharatashkirkirat,اظہارتشکرکرت
dosra,دوسرا
memorantoz,میمورنٹوز
shaharbano,شہربانو
alham,الہم
abdulalim,عبدالعلیم
shaury,شوٚعوٗرٕے
moklit,مۄکلِتھ
darbarpehencha,دربارپہنچا
engagement,انگیجمنٹ
daath,داتھ
rehmadeli,رحمدلی
waijadat,وایجادات
sarparpesti,سرپرپستی
kulis,کُلس
seholhat,سہولہات
baaraat,بارات
sirinagar,سرینگرٕ
manshurko,منشورکو
overdoz,اوورڈوز
lafziyat,لفظیات
kokritarpor,کوکرتارپور
mizakrat,مذاکرات
copermotion,کوپرموشن
marchal,مرچل
feyr,پھِرۍ
vafaqiyat,وفاقیت
kawanak,کوانک
madhem,مدھم
kaarav,کارو
saraqtedar,سراقتدار
logojawaiman,لوگوجوایمان
praawnih,پرٛاونہِ
treshweni,ترٛیٚشوٕنۍ
bananga,بننگا
karnayapriyas,کرنایاپریس
ilmich,عٔلمٕچ
retas,رٮ۪تس
cleoland,کلیولینڈ
meshraawaan,مٔشراوان
rozgarmulta,روزگارملتاہ
gilaseh,گلاسہٕ
nazeman,نظمَن
meelu,میلُ
mokas,موقَس
sochlomator,سوکلومیٹر
vejud,وجود
wonus,ووٛنُس
serological,سیرولوجیکل
polment,پولمنٹ
daleel,دلیٖلہٕ
kafreki,کفرکی
pegambaraane,پٲغمبرانہ
ikhtisara,اختصارا
waayak,وایک
dolisti,دولستی
wichan,وُچھان
ehmedulhasini,احمدالحسینی
chudavan,چھڑاوان
padchak,پڑچک
fallas,فالس
senz,سنٕز
badio,بدٮ۪و
orkeptan,اورکیپٹن
suprantident,سپرانٹیڈنٹ
inernational,انرنیشنل
bakir,باقر
sapras,سپرس
manzardekhad,منظردکھاد
multifunction,ملٹیفنکشن
ajib,عجیٖب
katoriya,کٹوریا
wabardbari,وبردباری
nunuk,نوٗنُک
wostadey,وۄستادٕے
aamen,آمن
kyasket,کیاسکت
bonyari,بونیاری
saebit,ثٲبت
esas,ٲسَس
kolgitah,کولگتاہ
trawen,تراوٕنۍ
algarur,الغرور
namnasib,نامناسب
karger,کارگر
dejaal,دجال
liyan,لیان
buniad,بُنیٲد
jangaa,جنگا
meshrawne,مٔشراوٕنہٕ
traash,تراش
muamleh,معاملہٕ
nabwi,نبوی
partustan,پرتوستان
zafarmarang,ظفرمارنگ
ponshri,پونشری
iltaam,التام
ranbal,رنبل
kelini,قٲلیٖنہٕ
traller,ٹرالر
shargol,شارگول
naagav,ناگَو
chakan,چھکان
pezi,پزی
rikh,رِکھ
dehadna,دہاڑنا
ayajas,آیاجس
pachhor,پچھور
obsa,اوبسا
presdient,پریزڈینٹ
yohi,یوٚہَے
sayaaf,صیاف
termets,تٔرمٕژ
tashangi,تشنگی
pene,پیٚنہِ
farqaq,فرقاق
vatuseef,وتوصیف
barabarthi,برابرتھی
mutsravne,مُژراونہِ
pev,پٮ۪و
valnas,والنَس
halting,ہالٹنگ
menze,مَنٛزٕ
manzorkyah,منظورکیاہ
patwaan,پٹوان
majdan,مجدن
krekting,کریکٹنگ
keyim,قٲیِم
karem,کرٕم
pritsh,پرٛژھ
wanni,وَننہٕ
bajraan,بجران
dhatra,دھترا
noriyat,نوریت
vuhan,وُہَن
bhajwan,بھجوان
wartawun,ورتاوُن
nijeng,نجنگ
boote,بوٗٹہٕ
probationeron,پروبیشنروں
ronapur,روناپور
zilan,ضلعن
mashruut,مشروط
brosi,بروسی
khabreyjensi,خبرایجنسی
hanfiyen,حنفین
baekei,بٲقٕے
almasud,المسعود
valajan,والاجان
remarti,رمارتی
vajnyen,واجنٮ۪ن
sinphan,صِنفن
rivadar,روادار
singhan,سِنگھن
rehat,رحت
tenqidi,تنقیدٖی
talvari,تلواری
haft,ہفت
tshanden,ژھانڈٕنۍ
chandner,چندنیر
alsufiya,الصوفیہ
dafar,دفر
afsonaak,افسوناک
amtyev,آمتٮ۪و
trimi,ترٛیٚمہِ
vostaad,وۄستاد
vajdil,وجدل
phanphle,پھانپھلے
etimad,ایٚتمادٕ
muqsadfaramosh,مقصدفراموش
commisionerseringren,کمشنرسرینگرن
miser,مصر
nakhushgoor,ناخوشگور
nandee,نندی
aurkhalaaf,اورخلاف
guzarjata,گزرجاتا
tasavufuk,تصوفُک
mutaebik,مطٲبق
gulgaam,گلگام
sonongam,سونونگم
sampozimas,سمپوزیمس
zabaanan,زبٲنن
keyr,کٔرۍ
enstrictorz,انسٹرکٹرز
vadas,وعدس
beruuni,بیرونی
judijetal,جوڈیجیٹل
tsyan,ژیان
alkatrikal,الکٹریکل
troli,ٹرولی
degraya,ڈگرایا
akih,اکہٕ
myol,میُل
rangarangi,رنگارنگی
fakeeri,فقیری
wajmaat,واجماعت
hokumath,حوٚکوٗمَتھ
woth,وۄتھ
maranda,مرانڈا
jasunder,جسوندر
laagar,لاگر
mashirmosuf,مشیرموصوف
echaw,أچَھو
tajrubaat,تجربات
wagaer,وغٲرٕ
hyekav,ہٮ۪کو
nisaaf,نصاف
mukameik,مقامٕکۍ
hakmana,حکمنا
poshida,پوشیدا
guf,گُف
awaqib,عواقب
iljhadiyah,الجھادیاہ
vev,وٮ۪و
bakaaw,بکاو
leejer,لیجر
apach,اپاچ
tehdaar,تہدار
imtehnaat,امتحنات
vatlavan,وۄتلاوان
azab,عذاب
sothreyn,سوٚتھرٮ۪ن
mulzimas,مُلزِمس
mohales,ماحولس
bezarmagribi,بیزارمغربی
nodles,نوڈلس
wafsal,وفصل
wensi,وٲنٛسہٕ
waelis,وٲلس
kahahom,کہاہوم
vajeyn,واجنۍ
parnobat,پرنوبت
rakhrekha,رکھرکھا
meheng,مہنگ
humaarar,ہمارر
jarm,جرم
vamishriqi,ومشرقی
wazeh,واضٮ۪ح
karhong,کرہونگ
mangaan,منگان
pawaar,پوار
mutasirtev,متاثرتو
doshwy,دۄشوَے
aeza,اعضا
sytha,سٮ۪ٹھاہ
ehsaasey,ایٚحساسٕے
panban,پنبن
khandaaras,کھاندرس
weni,وٲنی
alenisaab,الانساب
salger,سالگر
yarana,یارانا
rozkeha,روزکہا
muir,موٗرۍ
valdyabha,والدیابھا
langno,لنگنو
garkerzkhmi,گرکرزخمی
fonder,فونڈر
stradeja,اسٹریڈجا
samrajiyon,سامراجیوں
vadhiya,ودھیا
yilras,یلرس
professorabwalklam,پروفیسرابوالکلام
dapwaar,دپوار
senz,سنٛز
kapsol,کپسول
storez,اسٹورز
tehrikas,تحریٖکس
munafiqon,منافقون
doctorbharat,ڈاکٹربھارت
khabrdar,خبردار
ispiriyan,اسپرین
vetshnavan,وٮ۪ژھناوان
kemran,کیمرن
godinik,گۄڈنٕکۍ
nebha,نبھا
bunyaman,بنیامن
kirdastan,کردستان
stakas,سٹاکس
metrenti,میٹرنٹی
kuakud,کۄکُڑ
tsaekis,ژٔکِس
tabqech,طبقٕچ
tshand,ژھانٛد
darnak,درناک
riyaliyon,ریالیوں
lotsrawan,لوٚژراوان
iqtisaad,اقتصاد
alsabasi,السبسی
rafraf,رفرف
talwarbaz,تلوارباز
headlemap,ہیڈلیمپ
laaw,لاو
raveni,روٲنی
paidwartanzim,پیدوارتنظیم
avernojavan,آورنوجوان
afzah,افزاہ
batwaal,بٹوال
yihus,یَہُس
zethraevith,زیٹھرٲوِتھ
bulavne,بُلاونہٕ
amsterdam,ایمسٹرڈم
kochisham,کوچشم
refresher,ریفریشر
mohammadkhalil,محمدخلیل
teyh,تہۍ
pretshun,پرٛژُھُن
intehabat,انتحابات
yaath,یاتھ
shobe,شعبہ
almehnat,المحنت
buthes,بُتھِس
chhapriyal,چھپریال
apnanorphelatah,اپنانورپھیلاتاہ
globas,گلوبس
integreshan,انٹگریشن
nazrandazkirdiya,نظراندازکردیا
ramumb,رممب
tanawas,تناوس
qarekh,کٔرٕکھ
almedin,المدین
nakashon,نقاشوں
istivari,استواری
khasre,کھاسرِ
almustehqeen,المستحقین
kaknih,کاکنہِ
naryov,نَرٮ۪و
tavaja,توجہ
itifaq,اِتفاق
bayadebi,بیادبی
conswention,کنسوینشن
mordan,مۄردن
trektartaraali,ٹریکٹرٹرالی
kentsov,کینٛژو
khaban,خابن
anmaari,انماری
chekravan,چھٔکراوان
bahadarji,بہادرجی
chinah,چناہ
behnow,بِیہنوو
lankas,لنکس
bokengz,بوکنگز
zoroori,ضۄروری
ishtiharat,اشتہارات
fasada,فسادا
tarfe,طرفہٕ
wapan,واپن
ler,لیر
rajab,رجب
buzergo,بزرگو
behterhog,بہترہوگ
lagas,لگس
elward,ایلورڈ
joldan,جولڈن
mehmaduf,محمدوف
lajpat,لاجپت
vekshmernational,وکشمیرنیشنل
padtatha,پڑتاتھا
mastujab,مستوجب
kishdegi,کشدگی
izhaarkir,اظہارکر
kohaar,کوہار
bazaarak,بازارک
sonesh,سونیش
sarpakad,سرپکڑ
dhank,ڈھانک
dewalpadhaya,دیوالپادھایا
enwanes,عنوانَس
yarlyorkosan,یرلیورکوسن
controling,کنٹرولنگ
fyur,پھیُر
gazleche,غزلچہِ
majesil,مجسل
badlee,بدلی
bharos,بھروس
krishan,کرٛشن
elhaemi,اِلہٲمی
sawedha,سویدھا
tabahkariyon,تباہکاریوں
banawnek,بناونٕکۍ
dardbhi,دردبھی
musafirhotah,مسافرہوتاہ
paede,پٲدٕ
rakam,رقم
ziauddin,ضیاٖءالدّین
namuktafi,نامکتفی
hyakav,ہٮ۪کَو
ehelkariya,اہلکاریہ
yetsh,ییٚژھ
dunyewi,دُنۍیٲوی
kaesher,کٲشِر
zaber,زَبر
vanaan,ونَن
yokreen,یوکرین
barsegi,برصغی
tevsurathaal,توصورتحال
beheema,بہیما
achhal,اچھل
ishtiya,اشتیا
musalmaat,مسلمات
riyastiha,ریاستہا
takhleeqan,تخلیٖقن
bongov,بونگو
arjumandiyon,ارجمندیوں
vakheerkheeriyat,وخیرخیریت
qeden,قدن
nahikrisketi,نہیںکرسکتی
hajm,حجم
teet,تیٖتۍ
profecershmium,پروفیسرشمیم
kagoshe,کاگوشہ
sapah,سپاہ
ashaq,عاشَق
muakas,موقس
alhukumati,الحکومتی
pareshenee,پریشٲنۍ
aesmiyt,ٲسۍمٕتۍ
avralekshan,اورالیکشن
khion,کھیوٚن
kamrani,کامرٲنی
jawaaz,جواز
metyev,مٕتٮ۪و
aurorkashaap,اورورکشاپ
khaeli,خٲلی
losan,لوسَن
rakshika,رکشکا
sarendrechudhri,سریندرچودھری
aaseni,آسانی
roomey,روٗمی
sufiyat,صوفیت
janbaz,جانباز
yemih,ییٚمہِ
sutyaeti,صوتیاتی
chemotherapy,کیموتھریپی
muftah,مفتاح
muhammadasid,محمداسد
calculator,کیلکولیٹر
itihaadas,اتحادس
yihend,یہندۍ
iftadah,افتاداہ
kahaaraat,کہارات
wakshmeerpanchayat,وکشمیرپنچایت
yaklarz,یکلرز
cheneh,چھَنہ
wojuduq,وجوٗدُک
nazaryati,نظریاتی
gulabgarhi,گلابگڑھی
sangroni,سنگرونی
rame,رامہٕ
chalchilati,چلچلاتی
tseret,ژٲرت
thanwal,تھانول
clerical,کلریکل
toshan,توشن
manze,مَنٛزٕ
dhayen,ڈھاین
namazak,نمازک
manguta,منگوٹا
surdaen,سوٗرٕدٲنۍ
harshehri,ہرشہری
prayn,پرٲنۍ
jigr,جِگر
bulevith,بلٲوِتھ
chorho,چورہو
boznaawaan,بوزناوان
dardistan,دردِستان
abdulmaj,عبدالمج
khanka,خانقاہ
duni,دُنی
arrezvi,الرضوی
sabzkot,سبزکوٹ
boart,بورٹ
tamlon,تملوں
brabhla,برابھلا
aytidaal,ایتدال
manze,منٛزٕ
palkhwa,پلکھوا
makaf,مقف
apnata,اپناتا
kormut,کوٚرمُت
parwaal,پروال
warbh,وربھ
ehda,احدا
taaruk,تارکُ
tashqil,تشکیٖل
aasi,آسٕہ
banio,بنیو
polyoshan,پولیوشن
mizajes,مزاجس
kats,کژ
lanike,لانِکہ
sarbeharkardiya,سربہرکردیا
yitshey,یِژھے
afsaanan,اَفسانن
pholne,پھۄلنہٕ
mehdio,مہدیو
aapak,آپک
haseb,حسب
banavn,بَناونہٕ
nehji,نہجہِ
muaket,مۄکٕٹ
sapkal,سپکل
lual,لول
gobres,گوٚبرس
pherew,پھیرو
tabqat,طبقات
pritshaan,پرژھان
multer,ملٹر
darulasbab,دارالاسباب
jhalsa,جھلسا
motruk,موٹرکُ
yakar,یکر
wennuy,وننُے
parameters,پیرامیٹرس
entran,انٹرن
molengur,مولنگور
meyn,مین
keashris,کٲشرِس
pleedi,پلیدی
nazarchar,نظرچار
infirediyeth,اِنفرٲدیَتھ
banomut,بنوومُت
diplomate,ڈپلومیٹ
ranjishon,رنجشوں
sekuune,سوٚکوٗنہِ
jhadkhand,جھاڑکھنڈ
maraasi,مراثی
ayaja,آیاجا
jazbati,جذباتی
syedulmersalin,سیدالمرسلین
mayeree,معیٲری
memberpancha,ممبرپنچا
ejoketar,ایجوکیٹر
pantsah,پنژاہ
hafezam,حافظم
manvad,منواد
tartibaat,ترتیبات
tazminat,تضمینات
sozana,سوزانا
kawazsarno,کوازسرنو
hoshyaar,ہوشیار
shobehi,شعبہی
sarpanechev,سرپنچو
hidayaton,ہدایتوں
kaeshraen,کٲشرٮ۪ن
hakeekas,حقیٖقَس
vazrav,وزراو
magremadhar,مگرمدھر
gadchroli,گڈچرولی
karwaliyat,کروالیت
almesbah,المصباح
wazinat,وزینت
geywun,گٮ۪وُن
eimas,ایمس
lahervahi,لاہرواہی
paknawan,پکناوَن
intisar,انتصار
wichhun,وچُھن
azdiyaad,ازدیاد
wekef,وٲقٕف
paigber,پیغبر
rabto,رابطو
panshel,پنشیل
parnamortarikh,پرنامورتاریخ
vothaan,وۄتھان
falesafas,فلسفَس
kosambhalan,کوسنبھالن
keyr,کرۍ
albalaad,البلاد
deshan,دیشن
lagaavne,لگاونہٕ
baasak,باسک
mannas,ماننَس
samjhaya,سمجھایا
karov,کرو
zameeras,ضمیٖرس
phetis,پٔھتِس
noran,نورن
afko,افکو
barfebari,برفباری
naseeb,نصیٖب
sadran,صدرن
formerproducer,فارمرپروڈیوسر
yuyr,یوٗرۍ
muhammadtaaj,محمدتاج
nagmaw,نغمو
dawapar,دواپر
afsaaneh,افسانہٕ
derwaze,درٛوازِ
tasende,تَسندٕ
tangas,ٹنگس
baladasti,بلادستی
wechnech,وٕچھنچ
heqva,ہٮ۪کوَ
jatlaan,جٹلان
maqbuz,مقبوض
vatehreeri,وتحریری
maktabas,مکتبس
perfectionist,پرفیکشنسٹ
devaran,دیوارن
tehinz,تِہنٛزٕ
bahamra,باہمرا
mirmuhammad,میرمحمد
saqan,ساکن
kashmirantezamiya,کشمیرانتظامیہ
mima,میما
shankermander,شنکرمندر
nasref,نصرف
bhadrak,بھدرک
qararar,قرارر
emek,امِکۍ
temney,تٔمنٕے
anchaar,انچار
rampa,رامپا
pretshus,پرٛژُھُس
ginaan,گنان
jaapaat,جاپات
ehsaasi,ایٚحساسٕے
sarkarchah,سرکارچاہ
andpas,اندپاس
idarchi,اِدارچہِ
bannahoga,بنناہوگا
mangthla,منگتھلا
barsi,برسی
jiyalal,جیالال
kabalahyik,کربلاہکۍ
benglorki,بنگلورکی
zaeyid,زٲیِد
dheran,دھیرن
ameedwarsabhi,امیدوارسبھی
compation,کمپیشن
alruz,الروض
almakhzumi,المخزومی
chaanch,چانچ
prozera,پروزیرا
neyw,نؤۍ
karsartaj,کارسرتاج
jaanas,جانَس
parnaqabil,پرناقابل
entertanment,انٹرٹنمنٹ
tarlokpuri,ترلوکپوری
traweyn,تراوٕنۍ
iskaham,اسکاہم
yizi,یِزِ
ehmiyet,اہمیتھ
shehran,شہَرن
manaawne,مناونہٕ
istibnat,استبناط
khairlamjalas,خیرلامجالس
broliya,برولیا
sardarbadh,سرداربدھ
computeras,کمپیوٹرس
padhat,پڑھت
saeb,صٲب
bamlesh,بملیش
memriz,ممریز
ikhtisas,اختصاص
releeftinent,رلیفٹیننٹ
darshaat,درشات
pehladan,پہلادن
nishteriyaat,نشتریات
maqbaron,مقبروں
aeys,أسۍ
rew,رٔوۍ
aaskat,آسکت
ishaaraat,اشارات
vothrovun,وۄتھرووُن
vasef,وصٕف
mistersingh,مسٹرسنگھ
haalas,حالَس
ganar,گنر
maloji,مالوجی
mosufan,موصوفن
vataraj,وتاراج
reheem,رحیم
lyekhit,لیٚکِھتھ
senis,سٲنِس
gabhar,گبھر
saeyn,سٔنۍ
saalar,سالر
sringresikorti,سرینگرسیکورٹی
tashti,تشتی
varaam,ورام
andazker,اندازکر
agrosiyam,اگروسیم
yeneshan,ینیشن
timav,تِمو
faryad,فریاد
yigolar,یگولر
mamfhoma,ممفہوما
badin,بَڈٮ۪ن
alakas,علاقس
tableegi,تبلیغی
krenz,کرٛنز
sardaaran,سردارن
andradhnoshi,اندردھنوشی
gorosharmako,گوروشرماکو
pharghar,پھرگھر
yeim,یٚمۍ
paekistan,پٲکستان
padhana,پڑھانا
wasech,واسٕچ
kalkariyon,کلکاریوں
komas,قومس
bagairbarkhast,بغیربرخاست
niyazmand,نیازمند
gander,گندر
doctorbhi,ڈاکٹربھی
suspension,سسپینشن
orikarvaal,اوریکروال
pandet,پنڈت
pethay,پٮ۪ٹَھے
yazeed,یزید
kaharyast,کہاریاست
macdonald,میکڈونلڈ
shele,شیلے
venkenas,ونکنس
mekeshan,مکیشن
vun,وُن
muarde,مُردٕ
aawapor,آواپور
samaajat,سماجت
tadaak,تڑاک
tareeke,طریٖقہٕ
vayi,وَیہِ
hyon,ہیوٚن
kalabazari,کالابازاری
pancheyeton,پنچایتوں
lyuukh,لیوٗکھ
zaman,زمان
keintsan,کینژن
tempering,ٹمپرنگ
majaeze,مجٲزی
mavaefik,موٲفق
naawlan,ناولَن
yarkas,یارکس
masni,مثنی
naklahvah,نکلاہواہ
lahol,لاہول
actorhand,ایکٹرہینڈ
audotorium,آڈوٹوریم
hofur,ہوفُر
tasrih,تصریح
compacked,کمپیکڈ
tankhahuk,تنخاہُک
jildas,جِلدس
qalpa,کلپا
ankhya,انکھیا
lalmandi,لالمنڈی
yojnaho,یوجناہو
lekhit,لیٖکھتھ
gosher,گوشر
karlaan,کرلان
iktishefee,اِکتشٲفی
geir,غیر
hargaadi,ہرگاڑی
haqeekats,حقیقٔژ
kenmuth,کُنمتھ
maqsudahmad,مقصوداحمد
burqe,بُرقہٕ
mubsir,مُبصِر
litre,لیٹر
siranger,سرنگر
muamle,معاملہٕ
vomut,وومُت
hermis,ہیٚرۍمِس
vaqtan,وقتن
dadraz,ددراز
farmanarva,فرمانروا
zaadi,زادی
mamtazo,ممتازو
aamdehogi,آمدہوگی
dakandar,دکاندار
