swaasthmay,સ્વાસ્થમય
kongrespakshmaa,કોંગ્રેસપક્ષમાં
yogeshwardhaamnaa,યોગેશ્વરધામના
astronomical,એસ્ટ્રોનોમીકલ
madhubhai,માધુભાઈ
premlatabenne,પ્રેમલતાબેનને
hinsakataa,હિંસકતા
localing,લોકલિંગ
tolvo,ટોળવો
jwalansheeltano,જ્વલનશીલતાનો
sankratio,સંક્રાતિઓ
memberary,મેમ્બરરી
adjusterma,એડજસ્ટરમાં
prakreeyaono,પ્રક્રિયાઓનો
thalothi,થળોથી
vikaasyukt,વિકાસયુક્ત
ekzaamnaa,એકઝામના
einsmen,આઇન્સમેન
avashyktao,આવશ્યકતાઓ
worldcraftnu,વર્લ્ડક્રાફ્ટનું
omkarana,ઓમકારાના
aeseesmaa,એસીસમાં
lonsane,લોન્સને
kutaako,કુટાકો
lapsanimaa,લપસણીમાં
tecs,ટીઇસીએસ
dharampravachan,ધર્મપ્રવચન
yaatraaone,યાત્રાઓને
aarmchaarsnee,આર્મચાર્સની
ippf,આઇપીપીએફ
shreyana,શ્રેયાના
verificationy,વેરિફિકેશની
santatine,સંતતિને
shirvaalaa,શિરવાળા
sutal,સુતલ
pariyaad,પરિયાદ
telemondo,ટેલિમોન્ડો
legane,લેગને
swimsutsnu,સ્વિમસુટ્સનું
suhelbhai,સુહેલભાઈ
adhogatio,અધોગતિઓ
funknari,ફુંકનારી
ganavnarani,ગણાવનારાની
skismaan,સ્કીસમાં
jerksne,જર્ક્સને
chandrapalna,ચંદ્રપાલના
ubharvaanu,ઊભરવાનું
mahaviraswamina,મહાવીરસ્વામીના
satyapraaptino,સત્યપ્રાપ્તિનો
palatvanthi,પલટવાંથી
junipersne,જ્યુનિપર્સને
nijmandirthi,નિજમંદિરથી
antari,અંતરી
vaiyakit,વૈયકિત
hotelmanj,હોટલમાંજ
sthitnee,સ્થિતની
sleetmathee,સ્લિટમાંથી
yuvaanull,યુવાનોને
samacharpatrana,સમાચારપત્રનાં
margote,માર્ગોટે
thosarne,થોસરને
hospitlethy,હોસ્પિટલેથી
cpcr,સીપીસીઆર
sthirata,સ્થિરતા
afsosni,અફસોસની
kotalano,કોટલાનો
gnanprachar,જ્ઞાનપ્રચાર
amidev,અમીદેવ
dharmnirpekshtana,ધર્મનિરપેક્ષતાના
denzoppa,ડેન્ઝોપ્પા
prabandhako,પ્રબંધકો
sportfunder,સ્પોર્ટફંડર
bakavas,બકવાસ
kasimjan,કાસિમજાન
jeshne,જેશને
phonecolsne,ફોનકૉલ્સને
charnarvindni,ચરણારવિંદની
hastkalamathi,હસ્તકલામાંથી
makbulamiya,મકબુલમીયા
chaturvedinaa,ચતુર્વેદીના
kurran,કુર્રન
sthapayela,સ્થપાયેલા
rutab,રુતબ
vadaataa,વડાતા
hifazatma,હિફાઝતમાં
amereekne,અમેરીકને
guptakhaanu,ગુપ્તખાનું
shyamdarshan,શ્યામદર્શન
moskivina,મોસ્કીવિના
sudharavadini,સુધારાવાદીની
sanvavankal,સંવવનકાળ
gnanotsavna,જ્ઞાનોત્સવના
abrosius,એબ્રોસિયસ
nukasankark,નુકસાનકારક
encharding,એન્ચાર્ડિંગ
tsingua,ત્સિંગુઆ
pulimurugan,પુલીમુરુગન
katyalni,કાત્યાલની
vachaani,વચાની
sangamsthan,સંગમસ્થાન
nirdashan,નિર્દશન
shambhudadane,શંભુદાદાને
pidanashako,પીડાનાશકો
brady,બ્રાડી
proteinyukt,પ્રોટીનયુક્ત
hingoraanu,હિંગોરાનું
samavato,સમાવાતો
kheleyao,ખેલેયાઓ
jamaimathi,જમાઈમાંથી
chalavayu,ચલાવાયું
odeeyano,ઓડીયાનો
chattake,ચટ્ટકે
osmotrophic,ઓસ્મોટ્રોફિક
navdhabhakti,નવધાભક્તિ
econum,ઇકોનમ
ishwarappa,ઇશ્વરપ્પા
wolfgang,વુલ્ફગૅંગ
vinaao,વીણાઓ
osteoporosis,ઓસ્ટિઓપોરોસીસ
senegale,સેનેગલે
vinayratnashreejee,વિનયરત્નાશ્રીજી
aatmiytaji,આત્મિયતાજી
devcharan,દેવચરણ
diabetogist,ડાયાબિટોજિસ્ટ
shaasakone,શાસકોને
shodhai,શોધાઇ
jaaliaethee,જાળીએથી
magfarine,મગફરીને
flippersno,ફ્લીપર્સનો
khandanikhoroae,ખંડણીખોરોએ
hosper,હોસ્પર
sabdarifa,સબદરીફા
rntcp,આરએનટીસીપી
vyullo,વ્યુલ્લો
mahedeviya,મહેદેવીયા
manzerok,માન્ઝેરોક
ikogaadeene,ઇકોગાડીને
udaadi,ઉડાડી
jivabhaina,જીવાભાઈના
mahasamitiae,મહાસમિતિએ
shaatini,શાતિની
hemrajbhainu,હેમરાજભાઇનું
orkaitisna,ઓર્કાઇટીસના
hethar,હેઠર
officero,ઓફીસરો
gunvantbhaine,ગુણવંતભાઈને
jalsenana,જળસેનાના
fountainmaa,ફાઉન્ટેઇનમાં
euclidna,યુક્લિડના
counterforcene,કાઉન્ટરફૉર્સને
metavir,મેટાવીર
robinsonni,રોબિન્સનની
navapar,નવાપર
ugrapanthione,ઉગ્રપંથીઓને
dendaarone,દેણદારોને
basilno,બેસિલનો
mahipareeaejnee,મહિપરીએજની
pranvayuna,પ્રાણવાયુના
pujaram,પુજારામ
abhyaskendrana,અભ્યાસકેન્દ્રના
dikuo,દિકુઓ
prashre,પ્રશ્રે
samaiyo,સમૈયો
suupa,સૂપ
cpcc,સીપીસીસી
nazamni,નઝમની
strangermaa,સ્ટ્રેન્જરમાં
sengaarnee,સેંગારની
deshantarit,દેશાંતરિત
calidade,કેલિડેડ
smidding,સ્મિડિંગ
drummar,ડ્રમર
khambhani,ખંભાની
vanvaat,વનવાટ
staplernaa,સ્ટેપલરના
nomini,નોમિની
tyroline,ટાયરોલિનની
snehmil,સ્નેહમિલ
polysporin,પોલિસપોરિન
pneumoconosis,ન્યુમોકોનોસીસ
vagaraamaa,વગરામાં
vipattiyoni,વિપત્તિયોની
aetechnaa,એટેચના
harkhaaine,હરખાઇને
faberlick,ફેબરલીક
quolifiersne,ક્વોલિફાયર્સને
kamaandarno,કમાંડરનો
gagadaavati,ગગડાવતી
reportmemary,રિપોર્ટમેમરી
nafaratpatra,નફરતપાત્ર
aatankvadiyona,આતંકવાદીયોના
charbhaioni,ચારભાઇઓની
bhotabhai,ભોટાભાઈ
phlowr,ફ્લોરલ
straavtaa,સ્ત્રાવતા
ackwect,એક્વેક્ટ
srimanharbhai,શ્રીમનહરભાઈ
charalambos,ચારાલામ્બોસ
lokmatoae,લોકમતોએ
sthalomaanaa,સ્થળોમાના
bearodrome,બિયરોડ્રોમ
informer,ઈન્ફોર્મર
durandarshi,દૂરંદર્શી
vaachne,વાચને
vadhaghatna,વધઘટના
samiyanama,સમિયાણામાં
dargaho,દરગાહો
garbhagruhamaan,ગર્ભગૃહમાં
sooryaastnaa,સૂર્યાસ્તના
spicejet,સ્પાઈસજેટ
captownma,કેપ્ટાઉનમાં
brahmagupta,બ્રહ્મગુપ્તા
sanskarpat,સંસ્કારપટ
pentafluoride,પેન્ટાફ્લોરાઇડ
aaradhnun,આરાધનું
chikhaldar,ચિખલદારા
velima,વેલીમાં
chaaritrayni,ચારિત્રયની
supplementma,સપ્લિમેંટમાં
bogata,બોગાટા
mosheni,મોશેની
tapaalnaa,ટપાલના
navneetlaalni,નવનીતલાલની
narkatiya,નરકટિયા
paridhaanmaa,પરિધાનમાં
chandanwari,ચંદનવારી
julato,જુલતો
ishtdev,ઇષ્ટદેવ
becklit,બેકલિટ
sankalankarta,સંકલનકર્તા
allaatnu,અલ્લાતનું
wickendma,વિકએન્ડમાં
kensano,કેન્સનો
perulam,પેરુલમ
mahammadgolina,મહંમદગોલીના
indraprast,ઇન્દ્રપ્રસ્ત
footmarkna,ફૂટમાર્કના
shoshhanne,શોષણને
pasted,પેસ્ટેડ
renull,રેનોને
pansethi,પાંસેથી
kharbachu,ખરબચું
uchchaarelo,ઉચ્ચારેલો
ganaavaai,ગણાવાઇ
sfatyatu,સ્ફટ્યાતુ
kauvajine,કૌવાજીને
naamvaalu,નામવાળુ
dantkshayni,દંતક્ષયની
gokshurne,ગોક્ષુરને
shivotsavni,શિવોત્સવની
hitsambandho,હિતસંબંધો
tarapurna,તારાપુરના
karlaabhone,કરલાભોને
dhirveer,ધીરવીર
sexologist,સેક્સોલૉજિસ્ટ
nabudne,નાબૂદને
hydrosphere,હાઇડ્રોસ્ફિયર
mailbugh,મેઇલબગ
jussagrast,જુસ્સાગ્રસ્ત
parlepoint,પાર્લેપોઇન્ટ
pradarshankariothi,પ્રદર્શનકારીઓથી
machkodni,મચકોડની
pitaputro,પિતાપુત્રો
hingise,હિંગિસે
gosberina,ગોસબેરીના
rajadhirajne,રાજાધીરાજને
prempatranaa,પ્રેમપત્રના
gitanjal,ગીતાંજલ
persidated,પર્સિડેટેડ
janshaktipartina,જનશક્તિપાર્ટીના
meltdownsmaan,મેલ્ટડાઉન્સમાં
sineposts,સાઇનપોસ્ટ્સ
vidhyapreeti,વિદ્યાપ્રીતિ
gerbine,ગર્બાઇન
pendanekarni,પેંડણેકરની
naliyakandno,નાલિયાકાંડનો
acrylamide,એક્રિલામાઈડ
abanini,અબાણીની
oatala,ઓટલા
lakmeni,લક્મેની
gorsky,ગોર્સ્કીએ
rangmanchono,રંગમંચોનો
mangayammana,મંગાયમ્માના
sthaapatyo,સ્થાપત્યો
garbo,ગરબો
umetalaa,ઉમેટલા
hakkmaa,હક્કમાં
dekhavathee,દેખાવાથી
bhinsva,ભીંસવા
valkanno,વલ્કનનો
kooshalatana,કુશળતાના
apollyon,અપોલ્યોન
sookshmasel,સૂક્ષ્મસેલ
mithyachari,મિથ્યાચારી
strongness,સ્ટ્રૉંગનેસ
praveshetsavne,પ્રવેશેત્સવને
cryptocunegency,ક્રિપ્ટોક્યુંજન્સી
padchinhni,પદચિહ્નની
hamrich,હેમરિચ
vruttaanto,વૃત્તાંતો
devchhaya,દેવછાયા
bhaturo,ભટૂરો
bhairavadatt,ભૈરવદત્ત
harchandpurthi,હરચંદપુરથી
kormaa,કોરમાં
dorelu,દોરેલું
relenaa,રેલેના
dipalino,દિપાલીનો
automarketma,ઓટોમાર્કેટમાં
instructorne,ઈન્સ્ટ્રકટરને
kaimak,કૈમક
nurmamadbhai,નૂરમામદભાઈ
swajanma,સ્વજનમાં
ahaanno,અહાનનો
karnonaa,કર્ણોના
janhitna,જનહિતના
kunas,કુનાસ
uddipakno,ઉદ્દીપકનો
koparelnaa,કોપરેલના
mukvana,મૂકવાના
samikshakne,સમીક્ષકને
goodall,ગુડાલ
handsetne,હેન્ડસેટને
unerst,અનર્સ્ટ
chhoruni,છોરુની
saslawala,સસલાવાળા
palsule,પલસુલે
modelomaanu,મોડેલોમાંનું
nokarilaayak,નોકરીલાયક
olfane,ઓલ્ફને
drovesmaa,ડ્રોવ્સમાં
harasne,હરસને
biradarno,બિરાદરનો
inline,ઇનલાઈન
gohile,ગોહિલે
maapnaaru,માપનારું
dhrujaavvaano,ધ્રુજાવવાનો
baanghan,બાંઘણ
mumukshuno,મુમુક્ષુનો
tanumadhya,તનુમધ્યા
robatnaa,રોબટના
vls,વીએલએસ
baronette,બેરોનેટે
harigiribapu,હરિગીરીબાપુ
ishiguro,ઈશીગુરો
anurakshan,અનુરક્ષણ
bogorodi,બોગોરોડી
zakha,ઝાખા
kayadaathi,કાયદાથી
sabin,સાબીન
zingalni,ઝિંગલની
stasberg,સ્ટાસબર્ગ
chhutvano,છુટવાનો
rangpurni,રંગપુરની
swaraajyani,સ્વરાજ્યની
kitthe,કિત્થે
dehavsanno,દેહાવસાનનો
bonita,બોનિતા
santojhani,સંતોઝાની
taxisna,ટેક્સિસના
dharmavaram,ધર્માવરમ
pacted,પેક્ટેડ
hatyaraomani,હત્યારાઓમાંની
kabajaamaani,કબજામાની
kataletano,કટલેટનો
abhyankarno,અભ્યંકરનો
aerodramno,એરોડ્રામનો
mohanbha,મોહનભા
harshbhaina,હર્ષભાઈના
kalaakati,કલાકતી
keritaane,કેરિટાને
