maaraataddu,ಮಾರಾಟದ್ದು
sagarmala,ಸಾಗರ್ಮಲ
mandiradallishukravara,ಮಂದಿರದಲ್ಲಿಶುಕ್ರವಾರ
toragoduttiralilla,ತೋರಗೊಡುತ್ತಿರಲಿಲ್ಲ
matadaararadde,ಮತದಾರರದ್ದೇ
eduraaligaru,ಎದುರಾಳಿಗರು
kashtakottaroo,ಕಷ್ಟಕೊಟ್ಟರೂ
raktapishaachiyaagi,ರಕ್ತಪಿಶಾಚಿಯಾಗಿ
sukhavennisuttade,ಸುಖವೆನ್ನಿಸುತ್ತದೆ
pandian,ಪಾಂಡಿಯಾನ್
sadagaragondu,ಸಡಗರಗೊಂಡು
gotugalu,ಗೋಟುಗಳು
bhavikatteyavaru,ಭಾವಿಕಟ್ಟೆಯವರು
tannolageye,ತನ್ನೊಳಗೆಯೆ
toladakki,ತೊಳದಕ್ಕಿ
hattigobbaradinda,ಹಟ್ಟಿಗೊಬ್ಬರದಿಂದ
tevaamshavulladdaagide,ತೇವಾಂಶವುಳ್ಳದ್ದಾಗಿದೆ
niyatakaalikeyoo,ನಿಯತಕಾಲಿಕೆಯೂ
choreograph,ಕೊರಿಯೊಗ್ರಫ್
vidyaarthigaligaadare,ವಿದ್ಯಾರ್ಥಿಗಳಿಗಾದರೆ
baaluttiruvarendu,ಬಾಳುತ್ತಿರುವರೆಂದು
tullu,ತುಲ್ಲು
descagalannu,ಡೆಸ್ಕಗಳನ್ನು
jinananda,ಜಿನಾನಂದ
shiyuva,ಶಿಯುವ
migilaavuderadarolu,ಮಿಗಿಲಾವುದೆರಡರೊಳು
kaydukollabekandre,ಕಾಯ್ದುಕೊಳ್ಳಬೇಕಂದ್ರೆ
aghoshitavaagabahudu,ಅಘೋಷಿತವಾಗಬಹುದು
usiriruvatanaka,ಉಸಿರಿರುವತನಕ
enamajjanakke,ಎಣಮಜ್ಜನಕ್ಕೆ
parigalanu,ಪರಿಗಳನು
mutanaaladalli,ಮುತನಾಳದಲ್ಲಿ
tadegalanna,ತಡೆಗಳನ್ನ
tuchha,ತುಚ್ಛ
jivantavirisiddaare,ಜೀವಂತವಿರಿಸಿದ್ದಾರೆ
appachchiyaada,ಅಪ್ಪಚ್ಚಿಯಾದ
akshaata,ಅಕ್ಷಾತ
syaranaaru,ಸ್ಯರಣಾರು
unmaadateyannu,ಉನ್ಮಾದತೆಯನ್ನು
shrutigolisuvudu,ಶ್ರುತಿಗೊಳಿಸುವುದು
hantavagillide,ಹಂತವಾಗಿಲ್ಲಿದೆ
konanahosahalli,ಕೋಣನಹೊಸಹಳ್ಳಿ
apaayakaariyaadiddare,ಅಪಾಯಕಾರಿಯಾದಿದ್ದರೆ
kuneetidde,ಕುಣೀತಿದ್ದೆ
devariruvudilla,ದೇವರಿರುವುದಿಲ್ಲ
yogigala,ಯೋಗಿಗಳ
hogalebekalla,ಹೋಗಲೇಬೇಕಲ್ಲಾ
kukkarahalliyavaru,ಕುಕ್ಕರಹಳ್ಳಿಯವರು
samyamavilla,ಸಂಯಮವಿಲ್ಲ
niyamagalanu,ನಿಯಮಗಳನು
ondaagalideyante,ಒಂದಾಗಲಿದೆಯಂತೆ
yagadirali,ಯಾಗದಿರಲಿ
googalisi,ಗೂಗಲಿಸಿ
sahaayiyaagi,ಸಹಾಯಿಯಾಗಿ
piyadasi,ಪಿಯದಸಿ
ticosin,ಟಿಕೋಸಿನ್
chaakoge,ಚಾಕೊಗೆ
gantugaligoo,ಗಂಟುಗಳಿಗೂ
nododakkoo,ನೋಡೊದಕ್ಕೂ
cheetiyondanna,ಚೀಟಿಯೊಂದನ್ನ
illivoo,ಇಲ್ಲಿವೂ
lingapuji,ಲಿಂಗಪೂಜಿ
kalisikottanante,ಕಳಿಸಿಕೊಟ್ಟನಂತೆ
baakilada,ಬಾಕಿಲದ
tappabhipraayavittu,ತಪ್ಪಭಿಪ್ರಾಯವಿತ್ತು
cameron,ಕ್ಯಾಮರೋನ್
marikatte,ಮಾರಿಕಟ್ಟೆ
pratibhatanegalaadaaga,ಪ್ರತಿಭಟನೆಗಳಾದಾಗ
golisillavendu,ಗೊಳಿಸಿಲ್ಲವೆಂದು
cyclothan,ಸೈಕ್ಲೋಥ್ಯಾನ್
kasiyavarige,ಕಾಸಿಯವರಿಗೆ
patibhaktiyannu,ಪತಿಭಕ್ತಿಯನ್ನು
raaraajisalide,ರಾರಾಜಿಸಲಿದೆ
jhattanta,ಝಟ್ಟಂತ
praveshisidenu,ಪ್ರವೇಶಿಸಿದೆನು
hinjariyuttiddarante,ಹಿಂಜರಿಯುತ್ತಿದ್ದರಂತೆ
belliggeye,ಬೆಳ್ಳಿಗ್ಗೆಯೇ
kannadadante,ಕನ್ನಡದಂತೆ
abhiyantarinda,ಅಭಿಯಂತರಿಂದ
satkaaryavannu,ಸತ್ಕಾರ್ಯವನ್ನು
channabasavannadarsanakke,ಚನ್ನಬಸವಣ್ಣದರ್ಶನಕ್ಕೆ
garbhiniyaraguvudu,ಗರ್ಭಿಣಿಯರಾಗುವುದು
pradarshisaliddara,ಪ್ರದರ್ಶಿಸಲಿದ್ದಾರಾ
lodaka,ಲೊಡಕ
hedgewar,ಹೆಡ್ಜ್ವರ್
javarige,ಜವರಿಗೆ
deladalli,ದೇಳದಲ್ಲಿ
gazetnalli,ಗೆಜೆಟ್ನಲ್ಲಿ
koopagondiddaanendu,ಕೋಪಗೊಂಡಿದ್ದಾನೆಂದು
nemmeya,ನೆಮ್ಮೆಯ
tabbikolluvavara,ತಬ್ಬಿಕೊಳ್ಳುವವರ
lavande,ಲಾವಂಡೆ
nunachikollalu,ನುಣಚಿಕೊಳ್ಳಲು
hattisidalu,ಹತ್ತಿಸಿದಳು
adaptation,ಅಡಾಪ್ಟೇಶನ್
palisidarariddare,ಪಾಲಿಸಿದಾರರಿದ್ದಾರೆ
baggeddu,ಬಗ್ಗೆದ್ದು
mannerachalaaguttide,ಮಣ್ಣೆರಚಲಾಗುತ್ತಿದೆ
bidaralla,ಬಿಡರಲ್ಲ
bhavisiddenendare,ಭಾವಿಸಿದ್ದೇನೆಂದರೆ
chittena,ಚಿಟ್ಟೆನ
muchchideyante,ಮುಚ್ಚಿದೆಯಂತೆ
alankaarikavaagirali,ಅಲಂಕಾರಿಕವಾಗಿರಲಿ
pushtiyodaguvante,ಪುಷ್ಟಿಯೊದಗುವಂತೆ
suragiri,ಸುರಗಿರಿ
tammapraarthanegalannu,ತಮ್ಮಪ್ರಾರ್ಥನೆಗಳನ್ನು
burdeyavaru,ಬುರ್ಡೆಯವರು
mumbaridanubbegamam,ಮುಂಬರಿದನುಬ್ಬೇಗಮಂ
ityarthagollada,ಇತ್ಯರ್ಥಗೊಳ್ಳದ
guddehosurinalli,ಗುಡ್ಡೆಹೊಸೂರಿನಲ್ಲಿ
mungusigashte,ಮುಂಗುಸಿಗಷ್ಟೇ
intavakkella,ಇಂತವಕ್ಕೆಲ್ಲಾ
silician,ಸಿಲಿಷಿಯನ್
kaaryanirvaahakarige,ಕಾರ್ಯನಿರ್ವಾಹಕರಿಗೆ
guhako,ಗುಹಾಕೊ
dango,ಡ್ಯಾಂಗೋ
kattabekilla,ಕಟ್ಟಬೇಕಿಲ್ಲ
pagadeyaaduttaare,ಪಗಡೆಯಾಡುತ್ತಾರೆ
kaarkhaanegalaagive,ಕಾರ್ಖಾನೆಗಳಾಗಿವೆ
mungaralli,ಮುಂಗಾರಲ್ಲಿ
vaishyavaatike,ವೈಶ್ಯವಾಟಿಕೆ
jawf,ಜಾವ್ಫ್
prachodisuttiruvaga,ಪ್ರಚೋದಿಸುತ್ತಿರುವಾಗ
spyamninda,ಸ್ಪ್ಯಾಮ್ನಿಂದ
kacherigaligadaru,ಕಚೇರಿಗಳಿಗಾದರೂ
nedabahudaagide,ನೆಡಬಹುದಾಗಿದೆ
nindalle,ನಿಂದಲ್ಲೇ
shaasanashilpadalli,ಶಾಸನಶಿಲ್ಪದಲ್ಲಿ
mangalavaaradantaha,ಮಂಗಳವಾರದಂತಹ
gayawadedanu,ಗಾಯವಡೆದನು
melogaragalalli,ಮೇಲೋಗರಗಳಲ್ಲಿ
ellininda,ಎಳ್ಳಿನಿಂದ
dopaminergic,ಡೋಪಮಿನರ್ಜಿಕ್
trisula,ತ್ರಿಶೂಲ
bandhanakkidaagiddanu,ಬಂಧನಕ್ಕಿಡಾಗಿದ್ದನು
upadvyaapagalannu,ಉಪದ್ವ್ಯಾಪಗಳನ್ನು
vaakyagalodane,ವಾಕ್ಯಗಳೊಡನೆ
jayasheelagoudru,ಜಯಶೀಲಗೌಡ್ರು
maanaveeteyinda,ಮಾನವೀತೆಯಿಂದ
hathaattaneyaayitu,ಹಠಾತ್ತನೆಯಾಯಿತು
kiruneerina,ಕಿರುನೀರಿನ
agiddirabekemba,ಆಗಿದ್ದಿರಬೇಕೆಂಬ
jikatodagidalu,ಜೀಕತೊಡಗಿದಳು
dharmasthaladallindu,ಧರ್ಮಸ್ಥಳದಲ್ಲಿಂದು
taanudisidanu,ತಾನುದಿಸಿದನು
bhedagalannella,ಭೇದಗಳನ್ನೆಲ್ಲ
haleyadaadashtu,ಹಳೆಯದಾದಷ್ಟೂ
tivragatige,ತೀವ್ರಗತಿಗೆ
proothsaahisiddeve,ಪ್ರೋತ್ಸಾಹಿಸಿದ್ದೇವೆ
shaktigaliddante,ಶಕ್ತಿಗಳಿದ್ದಂತೆ
haahaakaaradinda,ಹಾಹಾಕಾರದಿಂದ
salaraagiddaare,ಸಲರಾಗಿದ್ದಾರೆ
nirbhandisuvudarinda,ನಿರ್ಭಂದಿಸುವುದರಿಂದ
krishnappagoudarige,ಕೃಷ್ಣಪ್ಪಗೌಡರಿಗೆ
jeevakaiyalli,ಜೀವಕೈಯಲ್ಲಿ
tiyallina,ತಿಯಲ್ಲಿನ
votgagi,ವೋಟ್ಗಾಗಿ
tatvikateyu,ತಾತ್ವಿಕತೆಯೂ
pradarshitavaagidda,ಪ್ರದರ್ಶಿತವಾಗಿದ್ದ
lekkavilladdashtu,ಲೆಕ್ಕವಿಲ್ಲದ್ದಷ್ಟು
ariyuvikegu,ಅರಿಯುವಿಕೆಗೂ
bittidyaake,ಬಿಟ್ಟಿದ್ಯಾಕೆ
saahasapriyaru,ಸಾಹಸಪ್ರಿಯರು
mahamargagalalli,ಮಹಾಮಾರ್ಗಗಳಲ್ಲಿ
appaneyittare,ಅಪ್ಪಣೆಯಿತ್ತರೆ
illadella,ಇಲ್ಲದೆಲ್ಲ
saphalagolisidavu,ಸಫಲಗೊಳಿಸಿದವು
shubhaarambhavaaguva,ಶುಭಾರಂಭವಾಗುವ
maaruvavana,ಮಾರುವವನ
pranapakshi,ಪ್ರಾಣಪಕ್ಷೀ
vidambisalaagide,ವಿಡಂಬಿಸಲಾಗಿದೆ
bhupara,ಭೂಪರ
ivarige,ಇವರಿಗೆ
crompon,ಕ್ರಾಂಪನ್
dakkegalannu,ದಕ್ಕೆಗಳನ್ನು
kelibandiddarindagi,ಕೇಳಿಬಂದಿದ್ದರಿಂದಾಗಿ
jagadambika,ಜಗದಂಬಿಕ
moneyillada,ಮೊನೆಯಿಲ್ಲದ
srivarshita,ಶ್ರೀವರ್ಷಿತಾ
hesarinallikalahagalu,ಹೆಸರಿನಲ್ಲಿಕಲಹಗಳು
pumped,ಪಂಪ್ಡ್
sarakugalindalo,ಸರಕುಗಳಿಂದಲೋ
jamun,ಜಾಮುನ್
modalumadide,ಮೊದಲುಮಾಡಿದೆ
hindirugisalaagadantaha,ಹಿಂದಿರುಗಿಸಲಾಗದಂತಹ
nagarikanadavanu,ನಾಗರಿಕನಾದವನು
pitre,ಪಿಟ್ರೆ
kalegalaaguvudannu,ಕಲೆಗಳಾಗುವುದನ್ನು
cyrillic,ಸಿರಿಲಿಕ್
sambhaashisitu,ಸಂಭಾಷಿಸಿತು
patanamukhiyagive,ಪತನಮುಖಿಯಾಗಿವೆ
spalpamattigina,ಸ್ಪಲ್ಪಮಟ್ಟಿಗಿನ
noveke,ನೋವೇಕೆ
doddahullurina,ದೊಡ್ಡಹುಲ್ಲೂರಿನ
penas,ಪೆನಾಸ್
moulyikarisabekendu,ಮೌಲ್ಯೀಕರಿಸಬೇಕೆಂದು
mattondadu,ಮತ್ತೊಂದದು
dakshineya,ದಕ್ಷಿಣೆಯ
muktaraadantaagide,ಮುಕ್ತರಾದಂತಾಗಿದೆ
mandhi,ಮಂಧಿ
karagisutta,ಕರಗಿಸುತ್ತ
hodeyudara,ಹೊಡೆಯುದರ
hallimatha,ಹಳ್ಳಿಮಠ
shyanumalannu,ಶ್ಯಾನುಮಾಳನ್ನು
namakam,ನಾಮಕಂ
doshiyavare,ದೋಷಿಯವರೇ
saveed,ಸವೀದ್
auton,ಆಟನ್
sikkillavendadre,ಸಿಕ್ಕಿಲ್ಲವೆಂದಾದ್ರೆ
sudharisikollabekada,ಸುಧಾರಿಸಿಕೊಳ್ಳಬೇಕಾದ
nantahavugalalla,ನಂತಹವುಗಳಲ್ಲ
deshasanchaarakke,ದೇಶಸಂಚಾರಕ್ಕೆ
suttaadisiddaare,ಸುತ್ತಾಡಿಸಿದ್ದಾರೆ
olleyatanada,ಒಳ್ಳೆಯತನದ
kurampalada,ಕುರಂಪಲದ
kusiyuttiruvudarinda,ಕುಸಿಯುತ್ತಿರುವುದರಿಂದ
laabhetara,ಲಾಭೇತರ
vranagalige,ವ್ರಣಗಳಿಗೆ
pallakyaga,ಪಲ್ಲಕ್ಯಾಗ
senapadegu,ಸೇನಾಪಡೆಗೂ
vayassaagiruvaaga,ವಯಸ್ಸಾಗಿರುವಾಗ
bablets,ಬ್ಯಾಬ್ಲೆಟ್ಸ್
yarrabiri,ಯರ್ರಾಬಿರಿ
aabharanagalaagiddarinda,ಆಭರಣಗಳಾಗಿದ್ದರಿಂದ
aaguhagalu,ಆಗುಹಗಳು
chitrikarisuvude,ಚಿತ್ರೀಕರಿಸುವುದೇ
mayaviyada,ಮಾಯಾವಿಯಾದ
proctarugalu,ಪ್ರೊಕ್ಟರುಗಳು
jogutiyara,ಜೋಗುತಿಯರ
shirshikeyagidda,ಶೀರ್ಷಿಕೆಯಾಗಿದ್ದ
kalitavaralladiddaroo,ಕಲಿತವರಲ್ಲದಿದ್ದರೂ
norrest,ನೊರೆಸ್ಟ್
kenadaagala,ಕೆನಡಾಗಳ
nitisutra,ನೀತಿಸೂತ್ರ
vyatyasavannenu,ವ್ಯತ್ಯಾಸವನ್ನೇನೂ
prune,ಪ್ರೂನ್
varushavaada,ವರುಷವಾದ
kalpisabekemba,ಕಲ್ಪಿಸಬೇಕೇಂಬ
arhafalaanubhavigala,ಅರ್ಹಫಲಾನುಭವಿಗಳ
shadrach,ಶದ್ರಚ್
tampaagiruvudakkintaloo,ತಂಪಾಗಿರುವುದಕ್ಕಿಂತಲೂ
boluru,ಬೋಳೂರು
hammikondida,ಹಮ್ಮಿಕೊಂಡಿದ
kalyanakkagikarya,ಕಲ್ಯಾಣಕ್ಕಾಗಿಕಾರ್ಯ
inukidantaayitu,ಇಣುಕಿದಂತಾಯಿತು
seriddaalendu,ಸೇರಿದ್ದಾಳೆಂದು
britanninavarige,ಬ್ರಿಟನ್ನಿನವರಿಗೆ
kaanooniralillavalla,ಕಾನೂನಿರಲಿಲ್ಲವಲ್ಲ
koogumariya,ಕೂಗುಮಾರಿಯ
nakalitana,ನಕಲಿತನ
upayogisala,ಉಪಯೋಗಿಸಲಾ
gella,ಗೆಲ್ಲ
girigatle,ಗಿರಿಗಟ್ಲೆ
prajeyaada,ಪ್ರಜೆಯಾದ
haarmonigalige,ಹಾರ್ಮೊನಿಗಳಿಗೆ
sanjeeviniyaaguva,ಸಂಜೀವಿನಿಯಾಗುವ
mahadevarayana,ಮಹಾದೇವರಾಯನ
kaddiyannittu,ಕಡ್ಡಿಯನ್ನಿಟ್ಟು
nodalaagtide,ನೋಡಲಾಗ್ತಿದೆ
skaarpiyovu,ಸ್ಕಾರ್ಪಿಯೋವು
janastomadondige,ಜನಸ್ತೋಮದೊಂದಿಗೆ
rambadhaaraada,ರಂಬಧಾರಾದ
garbhavaastheyannu,ಗರ್ಭವಾಸ್ಥೆಯನ್ನು
origamiyu,ಒರಿಗಮಿಯು
vishvavyaapaaradalli,ವಿಶ್ವವ್ಯಾಪಾರದಲ್ಲಿ
kandaragaliddavu,ಕಂದರಗಳಿದ್ದವು
sthitiyalliddevu,ಸ್ಥಿತಿಯಲ್ಲಿದ್ದೇವು
aaluvavargavu,ಆಳುವವರ್ಗವು
olleydalde,ಒಳ್ಳೆಯ್ದಲ್ದೆ
mundudabahude,ಮುಂದೂಡಬಹುದೇ
barehavaagiruttade,ಬರೆಹವಾಗಿರುತ್ತದೆ
huttuvare,ಹುಟ್ಟುವರೇ
kiruchikondiddaru,ಕಿರುಚಿಕೊಂಡಿದ್ದರು
ullasadinda,ಉಲ್ಲಾಸದಿಂದ
jivigaligendu,ಜೀವಿಗಳಿಗೆಂದು
ninadondu,ನಿನದೊಂದು
paadaraksheyindalu,ಪಾದರಕ್ಷೆಯಿಂದಲೂ
paristhitiyannu,ಪರಿಸ್ಥಿತಿಯನ್ನು
tilidukollalla,ತಿಳಿದುಕೊಳ್ಳಲ್ಲ
vivekashoonyavaada,ವಿವೇಕಶೂನ್ಯವಾದ
gunavantarellaru,ಗುಣವಂತರೆಲ್ಲರು
soonkigaagi,ಸೋಂಕಿಗಾಗಿ
suttamuttalina,ಸುತ್ತುಮುತ್ತಲಿನ
atikramisalide,ಅತಿಕ್ರಮಿಸಲಿದೆ
haaniyallide,ಹಾನಿಯಲ್ಲಿದೆ
maadhyamagaliddaroo,ಮಾಧ್ಯಮಗಳಿದ್ದರೂ
koneghaligevaregu,ಕೊನೆಘಳಿಗೆವರೆಗೂ
jagavideye,ಜಾಗವಿದೆಯೇ
nagasampageya,ನಾಗಸಂಪಗೆಯ
anyayavaguttideyo,ಅನ್ಯಾಯವಾಗುತ್ತಿದೆಯೋ
oggisikonda,ಒಗ್ಗಿಸಿಕೊಂಡ
tadegodeyu,ತಡೆಗೋಡೆಯೂ
motoji,ಮೋಟೋಜಿ
aafrikadalliddaaga,ಆಫ್ರಿಕದಲ್ಲಿದ್ದಾಗ
ajinkya,ಅಜಿಂಕ್ಯ
prajaasatteyaagali,ಪ್ರಜಾಸತ್ತೆಯಾಗಲಿ
pangadava,ಪಂಗಡವ
nalugitu,ನಲುಗಿತು
sambandhadindaagiye,ಸಂಬಂಧದಿಂದಾಗಿಯೇ
etiviyannu,ಎಟಿವಿಯನ್ನು
anthastina,ಅಂತಸ್ತಿನ
samiyavara,ಸಮಿಯವರ
mereyuttiruvadannu,ಮೆರೆಯುತ್ತಿರುವದನ್ನು
indriyagalannella,ಇಂದ್ರಿಯಗಳನ್ನೆಲ್ಲ
moolabhootavaadigalalloo,ಮೂಲಭೂತವಾದಿಗಳಲ್ಲೂ
hachchikondiruva,ಹಚ್ಚಿಕೊಂಡಿರುವ
sambandhaviruvudara,ಸಂಬಂಧವಿರುವುದರ
cheevingam,ಚೀವಿಂಗಮ್
hareyabekaagidda,ಹರೆಯಬೇಕಾಗಿದ್ದ
bommailinga,ಬೊಮ್ಮೈಲಿಂಗ
honduvalliyavarege,ಹೊಂದುವಲ್ಲಿಯವರೆಗೆ
vishayakkoo,ವಿಷಯಕ್ಕೂ
lakshmishana,ಲಕ್ಷ್ಮೀಶನ
aadhunikanaagidda,ಆಧುನಿಕನಾಗಿದ್ದ
nirjarapati,ನಿರ್ಜರಪತಿ
ivenivu,ಇವೇನಿವು
wadhuwem,ವಧುವೆಂ
visheshateyaadare,ವಿಶೇಷತೆಯಾದರೆ
vishayuktagondu,ವಿಷಯುಕ್ತಗೊಂಡು
kirikirigolisabahudu,ಕಿರಿಕಿರಿಗೊಳಿಸಬಹುದು
gaalannu,ಗಾಲನ್ನು
samputagalaagive,ಸಂಪುಟಗಳಾಗಿವೆ
paditaravanne,ಪಡಿತರವನ್ನೇ
daniels,ಡ್ಯಾನಿಯಲ್ಸ್
srushtiyamahad,ಸೃಷ್ಟಿಯಮಹದ್
idakkoskarave,ಇದಕ್ಕೋಸ್ಕರವೇ
attyemma,ಅತ್ತ್ಯೆಮ್ಮ
hosaholahu,ಹೊಸಹೊಳಹು
pacturing,ಪ್ಯಾಕ್ಚರಿಂಗ್
hotteyolagi,ಹೊಟ್ಟೆಯೊಳಗಿ
chalavanegolluttive,ಚಲಾವಣೆಗೊಳ್ಳುತ್ತಿವೆ
jillaavyaaptige,ಜಿಲ್ಲಾವ್ಯಾಪ್ತಿಗೆ
tokkotina,ತೊಕ್ಕೋಟಿನ
uddeshagalalla,ಉದ್ದೇಶಗಳಲ್ಲ
sarvottamavadaddu,ಸರ್ವೋತ್ತಮವಾದದ್ದು
vibhajaneyaguttave,ವಿಭಜನೆಯಾಗುತ್ತವೆ
bahumatavaagide,ಬಹುಮತವಾಗಿದೆ
lorren,ಲೊರೆನ್
soofiyaadondige,ಸೋಫಿಯಾದೊಂದಿಗೆ
chennayyaranteyo,ಚೆನ್ನಯ್ಯರಂತೆಯೋ
dharisutta,ಧರಿಸುತ್ತ
vammi,ವಮ್ಮಿ
lasadalli,ಲಾಸದಲ್ಲಿ
jodisabekaguttade,ಜೋಡಿಸಬೇಕಾಗುತ್ತದೆ
gangappanavara,ಗಂಗಪ್ಪನವರ
huttidurinalle,ಹುಟ್ಟಿದೂರಿನಲ್ಲೆ
srisaayikrushna,ಶ್ರೀಸಾಯಿಕೃಷ್ಣ
shankarabat,ಶಂಕರಬಟ್
uddepisatodagittu,ಉದ್ದೇಪಿಸತೊಡಗಿತ್ತು
rasaayanavignaana,ರಸಾಯನವಿಜ್ಞಾನ
sahayavagiyoo,ಸಹಾಯವಾಗಿಯೂ
singannavodeya,ಸಿಂಗಣ್ಣವೊಡೆಯ
midiyuvantittu,ಮಿಡಿಯುವಂತಿತ್ತು
dmch,ಡಿಎಂಸಿಎಚ್
cabannu,ಕ್ಯಾಬನ್ನು
annisuttiddante,ಅನ್ನಿಸುತ್ತಿದ್ದಂತೆ
siddhamadu,ಸಿದ್ಧಮಾಡು
abp,ಏಬಿಪಿಯ
pratyayadodane,ಪ್ರತ್ಯಯದೊಡನೆ
kutumbagalallondu,ಕುಟುಂಬಗಳಲ್ಲೊಂದು
naurela,ನೌರೆಲಾ
kudiyuvudarolage,ಕುಡಿಯುವುದರೊಳಗೆ
ayojisalpattidda,ಆಯೋಜಿಸಲ್ಪಟ್ಟಿದ್ದ
pacchekallaane,ಪಚ್ಚೆಕಲ್ಲಾಣೆ
vimla,ವಿಮಲ
nenapindale,ನೆನಪಿಂದಲೇ
nandinimurthy,ನಂದಿನಿಮೂರ್ತಿ
srushtisuvavarige,ಸೃಷ್ಟಿಸುವವರಿಗೆ
kariseere,ಕರಿಸೀರೆ
navachaitanyavanne,ನವಚೈತನ್ಯವನ್ನೇ
kadeganisiddalu,ಕಡೆಗಣಿಸಿದ್ದಳು
sookshmavaagiye,ಸೂಕ್ಷ್ಮವಾಗಿಯೇ
janarivaru,ಜನರಿವರು
hasyavinoda,ಹಾಸ್ಯವಿನೋದ
pakshigalandre,ಪಕ್ಷಿಗಳಂದ್ರೆ
kumbhalgad,ಕುಂಭಲ್ಗಡ್
chennagironu,ಚೆನ್ನಾಗಿರೋನು
teravugondiddare,ತೆರವುಗೊಂಡಿದ್ದರೆ
algio,ಅಲ್ಜಿಯೋ
magnaraadashtu,ಮಗ್ನರಾದಷ್ಟು
pittarasada,ಪಿತ್ತರಸದ
kharidisabekagittu,ಖರೀದಿಸಬೇಕಾಗಿತ್ತು
varshaantyavaaddarinda,ವರ್ಷಾಂತ್ಯವಾದ್ದರಿಂದ
aldos,ಅಲ್ಡೋಸ್
ailostomi,ಐಲೋಸ್ಟೋಮಿ
siddhaviruvudagiyoo,ಸಿದ್ಧವಿರುವುದಾಗಿಯೂ
niroopitavaagiddaroo,ನಿರೂಪಿತವಾಗಿದ್ದರೂ
nenigerisidare,ನೇಣಿಗೇರಿಸಿದರೆ
obbanadde,ಒಬ್ಬನದ್ದೇ
olaiya,ಒಳೈಯ
acpluses,ಆಕ್ಪ್ಲಸ್
japamaaduttiddaru,ಜಪಮಾಡುತ್ತಿದ್ದರು
bigaadiyisiddu,ಬಿಗಾಡಿಯಿಸಿದ್ದು
mantriyaadre,ಮಂತ್ರಿಯಾದ್ರೆ
haasanadavarobbaru,ಹಾಸನದವರೊಬ್ಬರು
mahaneeru,ಮಹನೀರು
derambala,ದೇರಂಬಲ
muriyuttiddaane,ಮುರಿಯುತ್ತಿದ್ದಾನೆ
vaarshikate,ವಾರ್ಷಿಕತೆ
kugguvikegalinda,ಕುಗ್ಗುವಿಕೆಗಳಿಂದ
seruvudrolage,ಸೇರುವುದ್ರೊಳಗೆ
koleyaguvudu,ಕೊಲೆಯಾಗುವುದು
rudhiyolagina,ರೂಢಿಯೊಳಗಿನ
sanchius,ಸ್ಯಾಂಚಿಯಸ್
kaanalaarambhisiddalu,ಕಾಣಲಾರಂಭಿಸಿದ್ದಳು
prabalagondu,ಪ್ರಬಲಗೊಂಡು
nirbhaavukaraagi,ನಿರ್ಭಾವುಕರಾಗಿ
walviers,ವಾಲ್ವಿಯರ್ಸ್
durbalaru,ದುರ್ಬಲರು
tiraskaragondidda,ತಿರಸ್ಕಾರಗೊಂಡಿದ್ದ
emelu,ಏಮೆಲು
aanarondige,ಆನರೊಂದಿಗೆ
tenebrus,ಟೆನೆಬ್ರಸ್
rangasukhavannu,ರಂಗಸುಖವನ್ನು
srikantagoudra,ಶ್ರೀಕಂಠಗೌಡ್ರ
vastraalankaaradinda,ವಸ್ತ್ರಾಲಂಕಾರದಿಂದ
agnipatra,ಅಗ್ನಿಪಾತ್ರ
croudbooster,ಕ್ರೌಡ್ಬೂಸ್ಟರ್
maadariyaagi,ಮಾದರಿಯಾಗಿ
bariparo,ಬಾರಿಪರೋ
koodisikondaroo,ಕೂಡಿಸಿಕೊಂಡರೂ
vidaanasoudhakke,ವಿದಾನಸೌಧಕ್ಕೆ
theophile,ಥಿಯೋಫೈಲ್
buddhatvave,ಬುದ್ಧತ್ವವೇ
nantahave,ನಂತಹವೇ
moneyagi,ಮೊನೆಯಾಗಿ
naayakanallade,ನಾಯಕನಲ್ಲದೆ
ninakadikandu,ನಿನಕಡಿಕಂಡು
prashneyallave,ಪ್ರಶ್ನೆಯಲ್ಲವೇ
vivarisiddara,ವಿವರಿಸಿದ್ದರ
halagannadadalle,ಹಳಗನ್ನಡದಲ್ಲೇ
matsyamelakkagi,ಮತ್ಸ್ಯಮೇಳಕ್ಕಾಗಿ
samagolisaliddaare,ಸಮಗೊಳಿಸಲಿದ್ದಾರೆ
drushyaadrushyagalera,ದೃಶ್ಯಾದೃಶ್ಯಗಳೆರ
tarisikondiddeva,ತರಿಸಿಕೊಂಡಿದ್ದೇವ
shivadiksheya,ಶಿವದೀಕ್ಷೆಯ
saalavanchitaraada,ಸಾಲವಂಚಿತರಾದ
timmenahalli,ತಿಮ್ಮೇನಹಳ್ಳಿ
uduttareye,ಉಡುತ್ತಾರೆಯೇ
barisodaralloo,ಬಾರಿಸೋದರಲ್ಲೂ
mushtiyindale,ಮುಷ್ಟಿಯಿಂದಲೇ
udyamigalaadavaru,ಉದ್ಯಮಿಗಳಾದವರು
jattadalli,ಜತ್ತದಲ್ಲಿ
munke,ಮುಂಕೆ
rutuvina,ಋತುವಿನ
vedalam,ವೇದಾಳಂ
lalaneyokkatanuvulidu,ಲಲನೆಯೊಕ್ಕತನುವುಳಿದು
tatagalalli,ತಟಗಳಲ್ಲಿ
sthaanamanagaligaagi,ಸ್ಥಾನಮಾನಗಳಿಗಾಗಿ
