mathanggi,ꯃꯊꯪꯒꯤ
lonmit,ꯂꯣꯟꯃꯤꯠ
thabaka,ꯊꯕꯀ
chajing,ꯆꯥꯖꯤꯡ
phungka,ꯐꯨꯡꯀꯥ
potchak,ꯄꯣꯠꯆꯥꯛ
lailen,ꯂꯥꯢꯂꯦꯟ
chumlakkhi,ꯆꯨꯝꯂꯛꯈꯤ
lailemma,ꯂꯥꯢꯂꯦꯝꯃ
achamba,ꯑꯆꯝꯕ
kummeini,ꯀꯨꯝꯃꯩꯅꯤ
hostingda,ꯍꯣꯁꯇꯤꯡꯗ
tumthaang,ꯇꯨꯝꯊꯥꯡ
thamnaba,ꯊꯝꯅꯕ
chatdaraba,ꯆꯠꯗꯔꯕ
mayaibu,ꯃꯌꯥꯢꯕꯨ
formail,ꯐꯣꯔꯃꯦꯜ
erecta,ꯏꯔꯦꯛꯇꯥ
adugidamak,ꯑꯗꯨꯒꯤꯗꯃꯛ
waafam,ꯋꯥꯐꯝ
curd,ꯀꯔꯗ
chingdolda,ꯆꯤꯡꯗꯣꯜꯗ
paampaamnaba,ꯄꯥꯝꯄꯥꯝꯅꯕ
amukkhak,ꯑꯃꯨꯛꯈꯛ
pusindunaa,ꯄꯨꯁꯤꯟꯗꯨꯅꯥ
khamlangba,ꯈꯝꯂꯥꯡꯕ
turelnaa,ꯇꯨꯔꯦꯜꯅꯥ
thaktokhanlakpabu,ꯊꯛꯇꯣꯛꯍꯟꯂꯛꯄꯕꯨ
laklaga,ꯂꯥꯛꯂꯒ
lamtaa,ꯂꯝꯇꯥ
ephut,ꯏꯐꯨꯠ
heichaafam,ꯍꯩꯆꯥꯐꯝ
ayangni,ꯑꯌꯥꯡꯅꯤ
chathokhanba,ꯆꯥꯊꯣꯛꯍꯟꯕ
haappham,ꯍꯥꯞꯐꯝ
bechilar,ꯕꯦꯆꯤꯂꯔ
ophion,ꯑꯣꯐꯤꯌꯣꯟ
langmeidong,ꯂꯥꯡꯃꯩꯗꯣꯡ
khoirentaak,ꯈꯣꯢꯔꯦꯟꯇꯥꯛ
hingchaaba,ꯍꯤꯡꯆꯥꯕ
taaraktabana,ꯇꯥꯔꯛꯇꯕꯅ
abuja,ꯑꯕꯨꯖꯥ
mishaksingdi,ꯃꯤꯁꯛꯁꯤꯡꯗꯤ
masigasu,ꯃꯁꯤꯒꯁꯨ
odudi,ꯑꯣꯗꯨꯗꯤ
kyuwait,ꯀ꯭ꯌꯨꯋꯥꯢꯠ
chankhibani,ꯆꯟꯈꯤꯕꯅꯤ
omadi,ꯑꯣꯃꯗꯤ
meegi,ꯃꯤꯒꯤ
ningthoukhong,ꯅꯤꯡꯊꯧꯈꯣꯡ
tubadaa,ꯇꯨꯕꯗꯥ
hapchinba,ꯍꯥꯞꯆꯤꯟꯕ
maning,ꯃꯅꯤꯡ
nupimachaasingda,ꯅꯨꯄꯤꯃꯆꯥꯁꯤꯡꯗ
cheireng,ꯆꯩꯔꯦꯡ
hao,ꯍꯥꯎ
displacement,ꯗꯤꯁꯄ꯭ꯂꯦꯁꯃꯦꯟ
radongi,ꯔꯦꯗꯣꯟꯒꯤ
youda,ꯌꯧꯗ
pothadabi,ꯄꯣꯊꯥꯗꯕꯤ
channam,ꯆꯟꯅꯝ
paangbagi,ꯄꯥꯡꯕꯒꯤ
piksik,ꯄꯤꯛꯁꯤꯛ
paochelloi,ꯄꯥꯎꯆꯦꯜꯂꯣꯢ
kaokhiduna,ꯀꯥꯎꯈꯤꯗꯨꯅ
sarukka,ꯁꯔꯨꯛꯀ
gandhari,ꯒꯥꯟꯙꯥꯔꯤ
paanggallamba,ꯄꯥꯡꯒꯜꯂꯝꯕ
nongmaijing,ꯅꯣꯡꯃꯥꯢꯖꯤꯡ
konthoujam,ꯀꯣꯟꯊꯧꯖꯝ
chenel,ꯆꯦꯅꯦꯜ
maphamtaa,ꯃꯐꯝꯇꯥ
yaajare,ꯌꯥꯖꯔꯦ
wapham,ꯋꯥꯐꯝ
ngampa,ꯉꯝꯄ
khutmaabi,ꯈꯨꯠꯃꯥꯕꯤ
nongpokta,ꯅꯣꯡꯄꯣꯛꯇ
lainupi,ꯂꯥꯢꯅꯨꯄꯤ
phibul,ꯐꯤꯕꯨꯜ
mathaa,ꯃꯊꯥ
waasuki,ꯋꯥꯁꯨꯀꯤ
aartha,ꯑꯥꯔꯊ
laandaarakpada,ꯂꯥꯟꯗꯥꯔꯛꯄꯗ
chaokhathanbada,ꯆꯥꯎꯈꯠꯍꯟꯕꯗ
kangleipakta,ꯀꯪꯂꯩꯄꯥꯛꯇ
yeinaba,ꯌꯩꯅꯕ
sageirelgi,ꯁꯥꯒꯩꯔꯦꯜꯒꯤ
wachet,ꯋꯥꯆꯦꯠ
paamjaramgani,ꯄꯥꯝꯖꯔꯝꯒꯅꯤ
ethakki,ꯏꯊꯛꯀꯤ
phousuriba,ꯐꯧꯁꯨꯔꯤꯕ
palliba,ꯄꯜꯂꯤꯕ
chilaitangpa,ꯆꯤꯂꯥꯢꯇꯥꯡꯄ
taasil,ꯇꯥꯁꯤꯜ
phaopata,ꯐꯥꯎꯄꯇ
dregansing,ꯗ꯭ꯔꯦꯒꯟꯁꯤꯡ
anangga,ꯑꯅꯪꯒ
khannaduna,ꯈꯟꯅꯗꯨꯅ
aleksagi,ꯑꯂꯦꯛꯁꯥꯒꯤ
sinloini,ꯁꯤꯟꯂꯣꯢꯅꯤ
puthokkhibasi,ꯄꯨꯊꯣꯛꯈꯤꯕꯁꯤ
peninsulaagi,ꯄꯦꯅꯤꯟꯁꯨꯂꯥꯒꯤ
sarak,ꯁꯔꯥꯛ
laanmisingduna,ꯂꯥꯟꯃꯤꯁꯤꯡꯗꯨꯅ
purto,ꯄꯨꯔꯇꯣ
rapurda,ꯔꯥꯄꯨꯔꯗ
bangga,ꯕꯪꯒ
orbital,ꯑꯣꯔꯕꯤꯇꯦꯜ
laanmisingga,ꯂꯥꯟꯃꯤꯁꯤꯡꯒ
chatning,ꯆꯠꯅꯤꯡ
nahaakti,ꯅꯍꯥꯛꯇꯤ
paochelsinggi,ꯄꯥꯎꯆꯦꯜꯁꯤꯡꯒꯤ
minaketan,ꯃꯤꯅꯀꯦꯇꯟ
khipik,ꯈꯤꯄꯤꯛ
khangdadana,ꯈꯪꯗꯗꯅ
tounaa,ꯇꯧꯅꯥ
puthokchaba,ꯄꯨꯊꯣꯛꯆꯕ
angaangdagi,ꯑꯉꯥꯡꯗꯒꯤ
raakpam,ꯔꯥꯛꯄꯝ
funchaal,ꯐꯨꯟꯆꯥꯜ
oksasi,ꯑꯣꯛꯁꯥꯁꯤ
thanamkhi,ꯊꯅꯝꯈꯤ
laawi,ꯂꯥꯋꯤ
slabik,ꯁ꯭ꯂꯥꯕꯤꯛ
arfi,ꯑꯔꯐꯤ
tararak,ꯇꯔꯥꯔꯛ
sikharaba,ꯁꯤꯈꯔꯕ
tounabada,ꯇꯧꯅꯕꯗ
rajeswar,ꯔꯥꯖꯦꯁ꯭ꯋꯔ
oigalli,ꯑꯣꯢꯒꯜꯂꯤ
lkapaa,ꯜꯀꯄꯥ
waakhala,ꯋꯥꯈꯂ
thoklakpadagidi,ꯊꯣꯛꯂꯛꯄꯗꯒꯤꯗꯤ
waarenggi,ꯋꯥꯔꯦꯡꯒꯤ
laanlonggi,ꯂꯥꯟꯂꯣꯡꯒꯤ
turel,ꯇꯨꯔꯦꯜ
munnanaba,ꯃꯨꯟꯅꯅꯕ
laabasinggi,ꯂꯥꯕꯁꯤꯡꯒꯤ
hairiba,ꯍꯥꯢꯔꯤꯕ
nutrient,ꯅ꯭ꯌꯨꯇ꯭ꯔꯤꯌꯦꯟ
khulumnaa,ꯈꯨꯂꯨꯝꯅꯥ
sageina,ꯁꯥꯒꯩꯅ
misimina,ꯃꯤꯁꯤꯃꯤꯅꯥ
challaba,ꯆꯜꯂꯕ
lainingna,ꯂꯥꯢꯅꯤꯡꯅ
tisusinggi,ꯇꯤꯁꯨꯁꯤꯡꯒꯤ
sanathong,ꯁꯅꯊꯣꯡ
waarengsingbu,ꯋꯥꯔꯦꯡꯁꯤꯡꯕꯨ
etruscan,ꯏꯇ꯭ꯔꯨꯁꯀꯥꯟ
chatnaraki,ꯆꯠꯅꯔꯛꯏ
sachiphu,ꯁꯆꯤꯐꯨ
heigi,ꯍꯩꯒꯤ
namthiba,ꯅꯝꯊꯤꯕ
ayaampa,ꯑꯌꯥꯝꯄ
torbaanda,ꯇꯣꯔꯕꯥꯟꯗ
tanthada,ꯇꯥꯟꯊꯥꯗ
wahanthoksi,ꯋꯥꯍꯟꯊꯣꯛꯁꯤ
nungpal,ꯅꯨꯡꯄꯥꯜ
sakkhangbi,ꯁꯛꯈꯪꯕꯤ
khonthok,ꯈꯣꯟꯊꯣꯛ
wangang,ꯋꯥꯉꯥꯡ
kuntibhoja,ꯀꯨꯟꯇꯤꯚꯣꯖ
atomba,ꯑꯇꯣꯝꯕ
surapanakhaa,ꯁꯨꯔꯄꯅꯈꯥ
dimapur,ꯗꯤꯃꯥꯄꯨꯔ
ekhengna,ꯏꯈꯦꯡꯅ
raabanaanuga,ꯔꯥꯕꯅꯥꯅꯨꯒ
paikhatfamni,ꯄꯥꯢꯈꯠꯐꯝꯅꯤ
poklakkhibani,ꯄꯣꯛꯂꯛꯈꯤꯕꯅꯤ
mayeksingni,ꯃꯌꯦꯛꯁꯤꯡꯅꯤ
mihenba,ꯃꯤꯍꯦꯟꯕ
lainaotaapi,ꯂꯥꯢꯅꯥꯎꯇꯥꯄꯤ
thaadaba,ꯊꯥꯗꯕ
paadradi,ꯄꯥꯗ꯭ꯔꯗꯤ
rudrani,ꯔꯨꯗ꯭ꯔꯥꯅꯤ
ethokhouba,ꯏꯊꯣꯛꯍꯧꯕ
matung,ꯃꯇꯨꯡ
kangleichaasing,ꯀꯪꯂꯩꯆꯥꯁꯤꯡ
mamaiba,ꯃꯃꯥꯢꯕ
bangladeshki,ꯕꯪꯂꯥꯗꯦꯁꯛꯤ
phabonga,ꯐꯕꯣꯉꯥ
nonggarol,ꯅꯣꯡꯒꯥꯔꯣꯜ
oiramba,ꯑꯣꯢꯔꯝꯕ
saakol,ꯁꯥꯀꯣꯜ
tanthoklaklaba,ꯇꯥꯟꯊꯣꯛꯂꯛꯂꯕ
kheta,ꯈꯦꯇ
mahousaga,ꯃꯍꯧꯁꯥꯒ
chaokhathanbagi,ꯆꯥꯎꯈꯠꯍꯟꯕꯒꯤ
kuri,ꯀꯨꯔꯤ
thakki,ꯊꯥꯛꯀꯤ
ngaakthokli,ꯉꯥꯛꯊꯣꯛꯂꯤ
aartifeksing,ꯑꯥꯔꯇꯤꯐꯦꯛꯁꯤꯡ
leithak,ꯂꯩꯊꯛ
santokna,ꯁꯟꯇꯣꯛꯅ
angola,ꯑꯦꯟꯒꯣꯂꯥ
pibani,ꯄꯤꯕꯅꯤ
thaadaduna,ꯊꯥꯗꯗꯨꯅ
sabani,ꯁꯥꯕꯅꯤ
rispu,ꯔꯤꯁꯄꯨ
maannabagumna,ꯃꯥꯟꯅꯕꯒꯨꯝꯅ
henanaa,ꯍꯦꯅꯅꯥ
neinabani,ꯅꯩꯅꯕꯅꯤ
lychee,ꯂꯤꯆꯤ
taibangdadi,ꯇꯥꯢꯕꯪꯗꯗꯤ
paariba,ꯄꯥꯔꯤꯕ
paomei,ꯄꯥꯎꯃꯩ
manao,ꯃꯅꯥꯎ
taakhiba,ꯇꯥꯈꯤꯕ
taitansing,ꯇꯥꯢꯇꯟꯁꯤꯡ
irammi,ꯏꯔꯝꯃꯤ
laaktuna,ꯂꯥꯛꯇꯨꯅ
keisu,ꯀꯩꯁꯨ
masaada,ꯃꯁꯥꯗ
malanghithangphamgi,ꯃꯥꯂꯪꯍꯤꯊꯥꯡꯐꯝꯒꯤ
chaminnei,ꯆꯥꯃꯤꯟꯅꯩ
mathuda,ꯃꯊꯨꯗ
nongmaiching,ꯅꯣꯡꯃꯥꯢꯆꯤꯡ
chetsinnanaba,ꯆꯦꯠꯁꯤꯟꯅꯅꯕ
wahanthokti,ꯋꯥꯍꯟꯊꯣꯛꯇꯤ
yaansinkhi,ꯌꯥꯟꯁꯤꯟꯈꯤ
leiron,ꯂꯩꯔꯣꯟ
kakchinglakpa,ꯀꯛꯆꯤꯡꯂꯥꯛꯄ
ngaathem,ꯉꯥꯊꯦꯝ
thingbai,ꯊꯤꯡꯕꯥꯢ
maannei,ꯃꯥꯟꯅꯩ
icham,ꯏꯆꯝ
matamdaa,ꯃꯇꯝꯗꯥ
malem,ꯃꯂꯦꯝ
naopubada,ꯅꯥꯎꯄꯨꯕꯗ
shivbu,ꯁꯤꯚꯕꯨ
thambaa,ꯊꯝꯕꯥ
riyagi,ꯔꯤꯌꯥꯒꯤ
ngaagi,ꯉꯥꯒꯤ
mannahanba,ꯃꯥꯟꯅꯍꯟꯕ
natoudusu,ꯅꯇꯧꯗꯨꯁꯨ
thingjillakpana,ꯊꯤꯡꯖꯤꯜꯂꯛꯄꯅ
chinchaktagi,ꯆꯤꯟꯆꯥꯛꯇꯒꯤ
sathiba,ꯁꯥꯊꯤꯕ
yekpa,ꯌꯦꯛꯄ
charless,ꯆꯥꯔꯂꯦꯁ
kaachinda,ꯀꯥꯆꯤꯟꯗ
khakpaane,ꯈꯛꯄꯥꯅꯦ
mahaadeba,ꯃꯍꯥꯗꯦꯕ
chuhi,ꯆꯨꯍꯤ
churachaanda,ꯆꯨꯔꯆꯥꯟꯗ
imphaldi,ꯏꯝꯐꯥꯜꯗꯤ
buffet,ꯕꯐꯐꯦꯠ
likmabam,ꯂꯤꯛꯃꯥꯕꯝ
atrisuta,ꯑꯇ꯭ꯔꯤꯁꯨꯇꯥ
sagatpiribi,ꯁꯥꯒꯠꯄꯤꯔꯤꯕꯤ
lingjelgi,ꯂꯤꯡꯖꯦꯜꯒꯤ
pheuba,ꯐꯦꯎꯕ
chakshanggi,ꯆꯥꯛꯁꯪꯒꯤ
oidagi,ꯑꯣꯢꯗꯒꯤ
palchagi,ꯄꯥꯜꯆꯥꯒꯤ
emaidagi,ꯏꯃꯥꯢꯗꯒꯤ
nobamki,ꯅꯣꯕꯥꯝꯀꯤ
paangthoknei,ꯄꯥꯡꯊꯣꯛꯅꯩ
phouoibigi,ꯐꯧꯑꯣꯢꯕꯤꯒꯤ
samurou,ꯁꯃꯨꯔꯧ
thoudoksing,ꯊꯧꯗꯣꯛꯁꯤꯡ
manamasing,ꯃꯅꯥꯃꯁꯤꯡ
singnakhi,ꯁꯤꯡꯅꯈꯤ
yaningdabadu,ꯌꯥꯅꯤꯡꯗꯕꯗꯨ
leirabadata,ꯂꯩꯔꯕꯗꯇ
haanna,ꯍꯥꯟꯅ
phajabagi,ꯐꯖꯕꯒꯤ
khambani,ꯈꯝꯕꯅꯤ
tourakpa,ꯇꯧꯔꯛꯄ
shumaang,ꯁꯨꯃꯥꯡ
yamtalapasu,ꯌꯥꯝꯇꯂꯄꯁꯨ
kheza,ꯈꯦꯓꯥ
adubu,ꯑꯗꯨꯕꯨ
iraan,ꯏꯔꯥꯟ
ripura,ꯔꯤꯄꯨꯔꯥ
tagira,ꯇꯥꯒꯤꯔꯥ
devalok,ꯗꯦꯋꯂꯣꯛ
maongdagi,ꯃꯑꯣꯡꯗꯒꯤ
machasi,ꯃꯆꯥꯁꯤ
lallol,ꯂꯜꯂꯣꯜ
tahoude,ꯇꯥꯍꯧꯗꯦ
pangthokphamsu,ꯄꯥꯡꯊꯣꯛꯐꯝꯁꯨ
faarafao,ꯐꯥꯔꯐꯥꯎ
yaarikhei,ꯌꯥꯔꯤꯈꯩ
langngonjam,ꯂꯥꯡꯉꯣꯟꯖꯝ
alga,ꯑꯜꯒꯥ
leipaakka,ꯂꯩꯄꯥꯛꯀ
ptyas,ꯄꯇ꯭ꯌꯥꯁ
phaagatnaba,ꯐꯥꯒꯠꯅꯕ
apikpaa,ꯑꯄꯤꯛꯄꯥ
taarabasu,ꯇꯥꯔꯕꯁꯨ
shaktakli,ꯁꯛꯇꯥꯛꯂꯤ
kayaatni,ꯀꯌꯥꯠꯅꯤ
phampan,ꯐꯝꯄꯥꯟ
nouriba,ꯅꯧꯔꯤꯕ
sarangthem,ꯁꯔꯥꯡꯊꯦꯝ
fampaal,ꯐꯝꯄꯥꯜ
kontagi,ꯀꯣꯟꯇꯒꯤ
nodia,ꯅꯣꯗꯤꯌꯥ
sannapungsing,ꯁꯥꯟꯅꯄꯨꯡꯁꯤꯡ
chatluba,ꯆꯠꯂꯨꯕ
fampal,ꯐꯝꯄꯥꯜ
chupna,ꯆꯨꯞꯅ
rajita,ꯔꯥꯖꯤꯇꯥ
coro,ꯀꯣꯔꯣ
nupilakta,ꯅꯨꯄꯤꯂꯛꯇ
yumsibu,ꯌꯨꯝꯁꯤꯕꯨ
kayaanachingbasing,ꯀꯌꯥꯅꯆꯤꯡꯕꯁꯤꯡ
saruka,ꯁꯔꯨꯀ
mangsaataabam,ꯃꯪꯁꯥꯇꯥꯕꯝ
ngasidagi,ꯉꯁꯤꯗꯒꯤ
walusing,ꯋꯥꯂꯨꯁꯤꯡ
leishat,ꯂꯩꯁꯥꯠ
kounu,ꯀꯧꯅꯨ
thaduna,ꯊꯥꯗꯨꯅ
maphamsibu,ꯃꯐꯝꯁꯤꯕꯨ
haida,ꯍꯥꯢꯗ
humphumangaa,ꯍꯨꯝꯐꯨꯃꯉꯥ
samjinnarakkani,ꯁꯝꯖꯤꯟꯅꯔꯛꯀꯅꯤ
eraatnarammi,ꯏꯔꯥꯠꯅꯔꯝꯃꯤ
purakkhiba,ꯄꯨꯔꯛꯈꯤꯕ
sougatpagidamak,ꯁꯧꯒꯠꯄꯒꯤꯗꯃꯛ
kamanwel,ꯀꯃꯟꯋꯦꯜ
chupli,ꯆꯨꯨꯨꯨꯨꯞꯂꯤ
charairongba,ꯆꯔꯥꯢꯔꯣꯡꯕ
chatnabinachingbagi,ꯆꯠꯅꯕꯤꯅꯆꯤꯡꯕꯒꯤ
nahaa,ꯅꯍꯥ
myanmardadi,ꯃ꯭ꯌꯥꯟꯃꯥꯔꯗꯗꯤ
ningthourelsing,ꯅꯤꯡꯊꯧꯔꯦꯜꯁꯤꯡ
haapchinlakpa,ꯍꯥꯞꯆꯤꯟꯂꯛꯄ
nonggaangheido,ꯅꯣꯡꯒꯥꯡꯍꯩꯗꯣ
fuk,ꯐꯨꯛ
araabiyadagi,ꯑꯔꯥꯕꯤꯌꯥꯗꯒꯤ
lidagi,ꯂꯤꯗꯒꯤ
puthokjei,ꯄꯨꯊꯣꯛꯖꯩ
esaiphu,ꯏꯁꯥꯢꯐꯨ
sarusayaangsu,ꯁꯔꯨꯁꯌꯥꯡꯁꯨ
handoklaganaa,ꯍꯟꯗꯣꯛꯂꯒꯅꯥ
chumnaa,ꯆꯨꯝꯅꯥ
promethium,ꯄ꯭ꯔꯣꯃꯦꯊꯤꯌꯝ
ichengi,ꯏꯆꯦꯟꯒꯤ
taannapham,ꯇꯥꯟꯅꯐꯝ
naqshbandi,ꯅꯛꯁꯕꯟꯗꯤ
nakalda,ꯅꯥꯀꯜꯗ
semgatpagi,ꯁꯦꯝꯒꯠꯄꯒꯤ
ohobadaa,ꯑꯣꯍꯣꯕꯗꯥ
chapchana,ꯆꯞꯆꯥꯅ
cheisinglon,ꯆꯩꯁꯤꯡꯂꯣꯟ
mayaiwairapta,ꯃꯌꯥꯢꯋꯥꯢꯔꯞꯇ
kabasidi,ꯀꯥꯕꯁꯤꯗꯤ
maangkhibada,ꯃꯥꯡꯈꯤꯕꯗ
maalem,ꯃꯥꯂꯦꯝ
irom,ꯏꯔꯣꯝ
aladdin,ꯑꯂꯥꯗꯗꯤꯟ
thambaalnu,ꯊꯝꯕꯥꯜꯅꯨ
mamaangki,ꯃꯃꯥꯡꯀꯤ
ekhu,ꯏꯈꯨ
cryptography,ꯀ꯭ꯔꯤꯞꯇꯣꯒ꯭ꯔꯥꯐꯤ
wahou,ꯋꯥꯍꯧ
chingthang,ꯆꯤꯡꯊꯥꯡ
taknaba,ꯇꯥꯛꯅꯕ
famthaduna,ꯐꯝꯊꯗꯨꯅ
mitrang,ꯃꯤꯇ꯭ꯔꯪ
fongdoknei,ꯐꯣꯡꯗꯣꯛꯅꯩ
linsu,ꯂꯤꯟꯁꯨ
gurguria,ꯚꯨꯔꯚꯨꯔꯤꯌꯥ
manamleitaba,ꯃꯅꯝꯂꯩꯇꯕ
keithem,ꯀꯩꯊꯦꯝ
mariphumari,ꯃꯔꯤꯐꯨꯃꯔꯤ
yaogani,ꯌꯥꯎꯒꯅꯤ
khanjaduna,ꯈꯟꯖꯗꯨꯅ
yoknei,ꯌꯣꯛꯅꯩ
sudoure,ꯁꯨꯗꯧꯔꯦ
lente,ꯂꯦꯟꯇꯦ
wairap,ꯋꯥꯢꯔꯞ
oihankhi,ꯑꯣꯢꯍꯟꯈꯤ
curium,ꯀ꯭ꯌꯨꯔꯤꯌꯝ
saagatpa,ꯁꯥꯒꯠꯄ
nakong,ꯅꯥꯀꯣꯡ
ethaksing,ꯏꯊꯛꯁꯤꯡ
layengba,ꯂꯥꯌꯦꯡꯕ
chinngaangbam,ꯆꯤꯟꯉꯥꯡꯕꯝ
phibhamsing,ꯐꯤꯚꯝꯁꯤꯡ
matougum,ꯃꯇꯧꯒꯨꯝ
pengba,ꯄꯦꯡꯕ
machakhei,ꯃꯆꯥꯈꯩ
talang,ꯇꯥꯂꯪ
saakhibani,ꯁꯥꯈꯤꯕꯅꯤ
masingdi,ꯃꯁꯤꯡꯗꯤ
sijinnare,ꯁꯤꯖꯤꯟꯅꯔꯦ
chinnamasta,ꯆꯤꯟꯅꯃꯁ꯭ꯇꯥ
lairenba,ꯂꯥꯢꯔꯦꯟꯕ
styx,ꯁ꯭ꯇꯤꯛ꯭ꯁ
waahandi,ꯋꯥꯍꯟꯗꯤ
nattalaka,ꯅꯠꯇꯂꯀ
latnei,ꯂꯥꯠꯅꯩ
kangnaa,ꯀꯪꯅꯥ
khokngangbi,ꯈꯣꯛꯉꯥꯡꯕꯤ
leikhi,ꯂꯩꯈꯤ
panthung,ꯄꯟꯊꯨꯡ
shivanagar,ꯁꯤꯕꯅꯒꯔ
amaduda,ꯑꯃꯗꯨꯗ
selliba,ꯁꯦꯜꯂꯤꯕ
laktaki,ꯂꯛꯇꯀꯤ
leirammi,ꯂꯩꯔꯝꯃꯤ
haibasina,ꯍꯥꯢꯕꯁꯤꯅ
waremni,ꯋꯥꯔꯦꯝꯅꯤ
thoipiga,ꯊꯣꯢꯄꯤꯒ
haifet,ꯍꯥꯢꯐꯦꯠ
shingcha,ꯁꯤꯡꯆꯥ
ngamagani,ꯉꯃꯒꯅꯤ
portugalgi,ꯄꯣꯔꯇꯨꯒꯜꯒꯤ
thongaalel,ꯊꯣꯡꯉꯥꯂꯦꯜ
korouhanba,ꯀꯣꯔꯧꯍꯟꯕ
poseidon,ꯄꯣꯁꯥꯢꯗꯟ
maithibadagi,ꯃꯥꯢꯊꯤꯕꯗꯒꯤ
greeksinggi,ꯒ꯭ꯔꯤꯛꯁꯤꯡꯒꯤ
thamfambu,ꯊꯝꯐꯝꯕꯨ
leiriba,ꯂꯩꯔꯤꯕ
lamkoibasinggi,ꯂꯝꯀꯣꯢꯕꯁꯤꯡꯒꯤ
machin,ꯃꯆꯤꯟ
pangthoknei,ꯄꯥꯡꯊꯣꯛꯅꯩ
yenglaga,ꯌꯦꯡꯂꯒ
loiching,ꯂꯣꯢꯆꯤꯡ
lernayan,ꯂꯦꯔꯅꯥꯌꯟ
shakkhangbi,ꯁꯛꯈꯪꯕꯤ
potsapham,ꯄꯣꯠꯁꯥꯐꯝ
marepta,ꯃꯔꯦꯞꯇ
sandokpa,ꯁꯟꯗꯣꯛꯄ
solida,ꯁꯣꯂꯤꯗ
hebe,ꯍꯦꯕꯦ
misingna,ꯃꯤꯁꯤꯡꯅ
ningthoulen,ꯅꯤꯡꯊꯧꯂꯦꯟ
warigi,ꯋꯥꯔꯤꯒꯤ
paangthokpa,ꯄꯥꯡꯊꯣꯛꯄ
leihandana,ꯂꯩꯍꯟꯗꯅ
sanska,ꯁꯥꯟꯁꯀ
laifam,ꯂꯥꯢꯐꯝ
museum,ꯃ꯭ꯌꯨꯖꯤꯌꯝ
wayenbi,ꯋꯥꯌꯦꯟꯕꯤ
naadugi,ꯅꯥꯗꯨꯒꯤ
taakpadi,ꯇꯥꯛꯄꯗꯤ
hedaka,ꯍꯦꯗꯀ
achaapot,ꯑꯆꯥꯄꯣꯠ
yaariba,ꯌꯥꯔꯤꯕ
atingba,ꯑꯇꯤꯡꯕ
luwangsangbam,ꯂꯨꯋꯥꯡꯁꯪꯕꯝ
hichaodagi,ꯍꯤꯆꯥꯎꯗꯒꯤ
kumja,ꯀꯨꯝꯖꯥ
ashibagi,ꯑꯁꯤꯕꯒꯤ
imalon,ꯏꯃꯥꯂꯣꯟ
thaakhi,ꯊꯥꯈꯤ
lonni,ꯂꯣꯟꯅꯤ
khununggi,ꯈꯨꯅꯨꯡꯒꯤ
kakchinggi,ꯀꯥꯛꯆꯤꯡꯒꯤ
asidi,ꯑꯁꯤꯗꯤ
leikharol,ꯂꯩꯈꯥꯔꯣꯜ
lamkhununa,ꯂꯝꯈꯨꯅꯨꯅ
chaangni,ꯆꯥꯡꯅꯤ
pandringeigi,ꯄꯥꯟꯗ꯭ꯔꯤꯉꯩꯒꯤ
eyuro,ꯏꯌꯨꯔꯣ
thabaksingdi,ꯊꯕꯛꯁꯤꯡꯗꯤ
shangdokhanba,ꯁꯥꯡꯗꯣꯛꯍꯟꯕ
saaba,ꯁꯥꯕ
ngou,ꯉꯧ
fichol,ꯐꯤꯆꯣꯜ
khujai,ꯈꯨꯖꯥꯢ
naksabandi,ꯅꯛꯁꯕꯟꯗꯤ
leiminnari,ꯂꯩꯃꯤꯟꯅꯔꯤ
thoklakpaduna,ꯊꯣꯛꯂꯛꯄꯗꯨꯅ
chakhao,ꯆꯥꯛꯍꯥꯎ
tinmu,ꯇꯤꯟꯃꯨ
nongthougi,ꯅꯣꯡꯊꯧꯒꯤ
paangnanaba,ꯄꯥꯡꯅꯅꯕ
pururaga,ꯄꯨꯔꯨꯔꯒ
honglammi,ꯍꯣꯡꯂꯝꯃꯤ
thambana,ꯊꯝꯕꯅ
atiyaada,ꯑꯇꯤꯌꯥꯗ
puthokkhre,ꯄꯨꯊꯣꯛꯈ꯭ꯔꯦ
changna,ꯆꯪꯅ
pesijki,ꯄꯦꯁꯤꯖꯀꯤ
humfumanga,ꯍꯨꯝꯐꯨꯃꯉꯥ
noinu,ꯅꯣꯢꯅꯨ
longwang,ꯂꯣꯡꯋꯥꯡ
lonnou,ꯂꯣꯟꯅꯧ
varunga,ꯚꯔꯨꯟꯒ
matamdana,ꯃꯇꯝꯗꯅ
takhellei,ꯇꯈꯦꯜꯂꯩ
thoktriba,ꯊꯣꯛꯇ꯭ꯔꯤꯕ
maruoiribadi,ꯃꯔꯨꯑꯣꯢꯔꯤꯕꯗꯤ
faanij,ꯐꯥꯅꯤꯖ
manaatki,ꯃꯅꯥꯠꯀꯤ
kaitangpa,ꯀꯥꯢꯇꯪꯄ
kanglata,ꯀꯪꯂꯥꯇ
chahichuppa,ꯆꯍꯤꯆꯨꯞꯄ
sampupi,ꯁꯝꯄꯨꯄꯤ
mipum,ꯃꯤꯄꯨꯝ
kundalei,ꯀꯨꯟꯗꯥꯂꯩ
shang,ꯁꯡ
lambida,ꯂꯝꯕꯤꯗ
eroigi,ꯏꯔꯣꯢꯒꯤ
lutoni,ꯂꯨꯇꯣꯅꯤ
tengthaari,ꯇꯦꯡꯊꯥꯔꯤ
