uthithanti,ଉଠିଥାଆନ୍ତି
nibasimanankara,ନିବାସୀମାନଙ୍କର
pramukhata,ପ୍ରମୁଖତା
jaibi,ଯାଇବି
bisheku,ବିଶେକୁ
krishnaghati,କ୍ରୀଷ୍ଣାଘାଟି
mahipurare,ମହୀପୁରରେ
pujaharinku,ପୁଜାହାରୀଙ୍କୁ
joniku,ଯୋନିକୁ
indiansaku,ଇଣ୍ଡିଆନ୍ସକୁ
purijatra,ପୁରୀଯାତ୍ରା
babbaranka,ବବ୍ବରଙ୍କ
mukhasta,ମୁଖସ୍ଥ
hichkich,ହିଚକିଚ
norjenku,ନୋର୍ଜେଙ୍କୁ
myakalamanka,ମ୍ୟାକଲମଙ୍କ
sutingare,ସୁଟିଙ୍ଗରେ
aacf,ଏଏସିଏଫ
darbesh,ଦର୍ବେଶ
telidihiku,ତେଲିଡିହିକୁ
kakarbunda,କାକରବୁନ୍ଦା
lagaisari,ଲଗାଇସାରି
hatashajanaka,ହତାଶାଜନକ
shujhibe,ଶୁଝିବେ
rsmh,ଆରଏସଏମଏଚ
sapur,ସପୁର
sindhukar,ସିନ୍ଧୁକର
doichanti,ଦୋଇଛନ୍ତି
dekhibasaha,ଦେଖିବାସହ
bhabaneswara,ଭବନେଶ୍ବର
upson,ଅପସନ୍
shighrakamaku,ଶୀଘ୍ରକାମକୁ
ehimas,ଏହିମାସ
cardiovasculara,କାର୍ଡ଼ିଓଭାସ୍କୁଲାର
durarakatha,ଦୂରରକଥା
dabikunei,ଦାବିକୁନେଇ
sahisanka,ସହିସଙ୍କ
mantrajala,ମନ୍ତ୍ରଜଳ
borus,ବୋରସ୍
customstay,କଷ୍ଟମଷ୍ଟେ
saktara,ଶକ୍ତର
sansaratie,ସଂସାରଟିଏ
pacharale,ପଚାରଲେ
kyampaupare,କ୍ୟାମ୍ପଉପରେ
sabukamaku,ସବୁକାମକୁ
nalluri,ନାଲ୍ଲୁରି
abasadagrastha,ଅବସାଦଗ୍ରସ୍ଥ
brice,ବ୍ରାଇସ୍
nihshukla,ନିଃଶୁକ୍ଳ
shammi,ଶମ୍ମି
byastathile,ବ୍ୟସ୍ତଥିଲେ
esdionku,ଏସ୍ଡିଓଙ୍କୁ
chamb,ଚାମ୍ବ୍
esper,ଏସ୍ପର୍
badani,ବଦାନି
randhaghara,ରନ୍ଧାଘର
jageswarire,ଜାଗେଶ୍ୱରୀରେ
raut,ରାୱତ
teophil,ଟିଓଫିଲ୍
bibhajanakari,ବିଭାଜନକାରୀ
sukuri,ଶୁକୁରୀ
bartithibabele,ବର୍ତିଥିବାବେଳେ
acharyabihara,ଆଚାର୍ୟ୍ୟବିହାର
banchikari,ବଞ୍ଚିକରି
umera,ଉମେର
bistuti,ବିସ୍ତୁତି
ujudichhi,ଉଜୁଡ଼ିଛି
puamore,ପୁଅମୋର
brudhabasthara,ବୃଦ୍ଧାବସ୍ଥାର
bishrampur,ବିଶ୍ରାମପୁର
bhalyu,ଭାଲ୍ୟୁ
rekhab,ରେଖବ୍
tohidur,ତୋହିଦୁର
madibe,ମାଡ଼ିବେ
sukhadebanku,ସୁଖଦେବଙ୍କୁ
tikripadara,ଟିକ୍ରିପଡାର
jashipur,ଜଶୀପୁର
uikialinku,ଉଇକିଆଳିଙ୍କୁ
shalagachhaku,ଶାଳଗଛକୁ
prathamanku,ପ୍ରଥମଙ୍କୁ
bhogilu,ଭୋଗିଲୁ
baddhi,ବଦ୍ଧି
suratara,ସୁରତର
khasipidi,ଖସିପିଡ଼ି
jitiparini,ଜିତିପାରିନି
drabhidanka,ଦ୍ରାଭିଡ଼ଙ୍କ
kabigopalakrishna,କବିଗୋପାଳକୃଷ୍ଣ
lyabadwara,ଲ୍ୟାବଦ୍ୱାରା
atakanku,ଅଟକଙ୍କୁ
kaparakhai,କପରଖାଇ
sangu,ସାଙ୍ଗୁ
helpline,ହେଲପଲାଇନ୍
swekrutikrame,ସ୍ୱୀକୃତିକ୍ରମେ
jikara,ଜିକରା
chariparshwa,ଚାରିପାର୍ଶ୍ବ
floridara,ଫ୍ଲୋରିଡ଼ାର
abhipsanka,ଅଭିପ୍ସାଙ୍କ
benard,ବେନାର୍ଡ
taraprasad,ତାରାପ୍ରସାଦ
chokseenku,ଚୋକ୍ସୀଙ୍କୁ
banishaku,ବନିଶାକୁ
shreemadabhagabada,ଶ୍ରୀମଦଭାଗବଦ
bidhwansa,ବିଧ୍ବଂସ
bardhaka,ବାର୍ଦ୍ଧକ
guluchi,ଗୁଳୁଚି
ujjampura,ଉଜ୍ଜାମପୁରା
diabers,ଡାଇବର୍ସ
bucksite,ବକସାଇଟ୍
pentia,ପେଣ୍ଟିଆ
samalochakgana,ସମାଲୋଚକଗଣ
niladribiharare,ନୀଳାଦ୍ରିବିହାରରେ
steriliser,ଷ୍ଟେରିଲାଇଜର
sujanare,ସୁଜନରେ
sambai,ସମ୍ବାଇ
hatapatta,ହାତପଟ୍ଟା
kreeshnanku,କ୍ରୀଷ୍ଣାଙ୍କୁ
satwikagunasampanna,ସାତ୍ତ୍ୱିକଗୁଣସମ୍ପନ୍ନ
disari,ଦିଶାରି
chandrasahu,ଚନ୍ଦ୍ରସାହୁ
vodafone,ଭୋଡ଼ାଫୋନ୍
adhyayanakartta,ଅଧ୍ୟୟନକର୍ତ୍ତା
hatithibaru,ହଟିଥିବାରୁ
aftab,ଆଫତାବ୍
nyayaba,ନ୍ୟାୟବ
found,ଫାଉଣ୍ଡ୍
batishuan,ବାତିଶୁଆଁ
bahudarshaka,ବହୁଦର୍ଶକ
munnaku,ମୁନ୍ନାକୁ
halku,ହଲ୍କୁ
rampaul,ରାମପଲ୍
rushigumphare,ଋଷିଗୁମ୍ଫାରେ
paniraselabhama,ପନିରସେଲଭାମ
jalabhandararu,ଜଳଭଣ୍ଡାରରୁ
bahineemananka,ବାହିନୀମାନଙ୍କ
ichhi,ଇଚ୍ଛି
oktabhina,ଓକ୍ତାଭିନା
jajapurathu,ଯାଜପୁରଠୁ
hahakarare,ହାହାକାରରେ
muktabhabe,ମୁକ୍ତଭାବେ
korapali,କୋରାପାଲି
pathweeraja,ପଥ୍ୱୀରାଜ
stump,ଷ୍ଟମ୍ପ
dhobadihare,ଧୋବାଡିହାରେ
maharajmananka,ମହାରାଜ୍ମାନଙ୍କ
paramedikamananku,ପାରାମେଡିକମାନଙ୍କୁ
abhimu,ଅଭିମୁ
pathacharimananka,ପଥାଚାରୀମାନଙ୍କ
baideswarara,ବୈଦେଶ୍ୱରର
aathika,ଆଥିକ
purinku,ପୂରୀଙ୍କୁ
sahapathimananka,ସହପାଠୀମାନଙ୍କ
gruhakarjyadire,ଗୃହକାର୍ଯ୍ୟାଦିରେ
mobaraka,ମୋବାରକ
sawariya,ସାୱରିୟା
dahanigodia,ଡାହାଣିଗୋଡିଆ
bishayasthana,ବିଷୟସ୍ଥାନ
ount,ଆଉଣ୍ଟ
shibabhakta,ଶିବଭକ୍ତ
uddharakaree,ଉଦ୍ଧରକାରୀ
gachagudika,ଗଛଗୁଡିକ
hirubhai,ହିରୁଭାଇ
nilachakre,ନୀଳଚକ୍ରେ
sammanajukta,ସମ୍ମାନଯୁକ୍ତ
debiprasanna,ଦେବିପ୍ରସନ୍ନ
chatfield,ଚାଟଫିଲ୍ଡ
ramchandran,ରାମଚନ୍ଦ୍ରନ୍
jubakagana,ଯୁବକଗଣ
mahuprabhunku,ମହୁପ୍ରଭୁଙ୍କୁ
sarbakhyamaku,ସର୍ବକ୍ଷମାକୁ
heijaichhanti,ହେଇଯାଇଛନ୍ତି
gijastan,ଗିଜସ୍ତାନ
niajinka,ନିଆଜିଙ୍କ
abarodhaka,ଅବରୋଧକ
greeshmadine,ଗ୍ରୀଷ୍ମଦିନେ
bijepipakhyaru,ବିଜେପିପକ୍ଷରୁ
bhasma,ଭସ୍ମା
bhetare,ଭେଟରେ
marinius,ମାରିନିୟସ୍
banchijibi,ବଞ୍ଚିଯିବି
kahinathanti,କହିନଥାନ୍ତି
ecosystem,ଇକୋସିଷ୍ଟମ୍
agyananka,ଅଜ୍ଞାନଙ୍କ
bahudithanti,ବାହୁଡିଥାନ୍ତି
shaktilava,ଶକ୍ତିଲାଭ
ebehimachala,ଏବେହିମାଚଳ
bhauneeghare,ଭଉଣୀଘରେ
admission,ଆଡମିଶନ
zilabi,ଜିଲାବୀ
janiparinathante,ଜାଣିପାରିନଥାନ୍ତେ
ashwathama,ଅଶ୍ୱଥାମା
baneganka,ବାନେଗାଙ୍କ
duichaka,ଦୁଇଚକ
bodhagamyataku,ବୋଧଗମ୍ୟତାକୁ
gadman,ଗଡମ୍ୟାନ୍
chudamanipur,ଚୁଡାମଣିପୁର
bajibani,ବାଜିବନି
kapatacharana,କପଟାଚରଣ
kotasathare,କୋଟସଠାରେ
mufastil,ମୁଫାସ୍ତିଲ
baseekaranakhyama,ବଶୀକରଣକ୍ଷମ
merchand,ମର୍ଚ୍ଚାଣ୍ଡ
targeting,ଟାର୍ଗେଟିଂ
tridebeenka,ତ୍ରିଦେବୀଙ୍କ
masik,ମାସିକ୍
srinuku,ଶ୍ରୀନୁକୁ
maloji,ମାଲୋଜୀ
shaharukhanku,ଶାହରୁଖଙ୍କୁ
ekwupresarara,ଏକ୍ବୁପ୍ରେସରର
shalabh,ଶଲଭ
nebatsa,ନେବତ୍ସ
kamuel,କାମୁଏଲ୍
bhangidebare,ଭାଙ୍ଗିଦେବାରେ
sajujya,ସାଯୁଜ୍ୟ
washingtonthare,ୱାଶିଂଟନଠାରେ
itelara,ଆଇଟେଲର
dakineithila,ଡାକିନେଇଥିଲା
raibahalara,ରାଇବାହାଲର
lebeeyamananka,ଲେବୀୟମାନଙ୍କ
masyara,ମସ୍ୟାର
khajuriapada,ଖଜୁରିଆପଡା
gouhatisthita,ଗୌହାଟିସ୍ଥିତ
zalan,ଜାଲାନ୍
choreograph,କୋରିଓଗ୍ରାଫ
stretchmarks,ଷ୍ଟ୍ରେଚମାର୍କସ୍
padmakesharpur,ପଦ୍ମକେଶରପୁର
banajibara,ବନାଯିବାର
seemabadha,ସୀମାବଦ୍ଧ
birabhichanda,ବିରଭିଚାନ୍ଦ
gyanasiddhi,ଜ୍ଞାନସିଦ୍ଧି
lakhanapurasthita,ଲଖନପୁରସ୍ଥିତ
adwaityanka,ଅଦ୍ୱୈତ୍ୟଙ୍କ
anubhutiru,ଅନୁଭୁତିରୁ
heisari,ହେଇସାରି
neiphiu,ନେଇଫିଉ
naguneenka,ନାଗୁଣୀଙ୍କ
gunare,ଗୁଣରେ
likhan,ଲିଖନ
biswambharanka,ବିଶ୍ୱମ୍ଭରଙ୍କ
rajasthanara,ରାଜସ୍ଥାନର
panchayataku,ପଂଚାୟତକୁ
kondapalli,କୋଣ୍ଡାପଲ୍ଲି
kanajibaku,କଣାଯିବାକୁ
andharinka,ଅନ୍ଧାରୀଙ୍କ
suniachhi,ଶୁଣିଅଛି
philmabhabe,ଫିଲ୍ମଭାବେ
shoshiba,ଶୋଷିବା
wiketare,ଓ୍ବିକେଟରେ
marcelonka,ମାର୍ସେଲୋଙ୍କ
gopabandhupaleera,ଗୋପବନ୍ଧୁପାଲୀର
mathana,ମଥାନା
lukkayita,ଲୁକ୍କାୟିତ
jhiapuankara,ଝିଅପୁଅଙ୍କର
infocomm,ଇନଫୋକମ୍
barttiheba,ବର୍ତ୍ତିହେବ
aasibeki,ଆସିବେକି
chalaidela,ଚଳାଇଦେଲା
ratrajaguali,ରାତ୍ରଜଗୁଆଳି
ghuaala,ଘୁଆଳ
nrutyayananku,ନୃତ୍ୟାୟନଙ୍କୁ
litigation,ଲିଟିଗେସନ୍
karagal,କରାଗଲ
lingabheda,ଲିଙ୍ଗଭେଦ
jhukai,ଝୁକାଇ
interpreter,ଇଣ୍ଟରପ୍ରିଟର
sahaka,ସହକ
badalaideichi,ବଦଳାଇଦେଇଛି
jenasahira,ଜେନାସାହିର
ferunu,ଫେରୁନୁ
darakhastatiku,ଦରଖାସ୍ତଟିକୁ
ramanayakanka,ରାମନାୟକଙ୍କ
bisakantha,ବିଷକଣ୍ଠ
astraroope,ଅସ୍ତ୍ରରୂପେ
sanjurani,ସଂଜୁରାଣୀ
gahalotanka,ଗହଲୋତଙ୍କ
dharmadham,ଧର୍ମଧାମ
hasim,ହାସିମ୍
thakkaranku,ଠକ୍କରଙ୍କୁ
kautukapriya,କୌତୁକପ୍ରିୟ
prantaria,ପ୍ରାନ୍ତରିଆ
khetu,ଖେତୁ
baghalingi,ବାଘଲିଙ୍ଗି
olekha,ଓଲେଖ
chetabanipurna,ଚେତାବନୀପୂର୍ଣ୍ଣ
bhushudipadiba,ଭୁଶୁଡିପଡିବା
sadarare,ସାଦରରେ
prabahita,ପ୍ରବାହିତା
companymananku,କମ୍ପାନିମାନଙ୍କୁ
ghurnibatyara,ଘୂର୍ଣ୍ଣୀବାତ୍ୟାର
pouranchalaru,ପୌରାଂଚଳରୁ
paibanei,ପାଇବାନେଇ
masjeet,ମସଜିତ୍
tutaiba,ତୁଟାଇବ
rastakade,ରାସ୍ତାକଡେ
swarnakaranka,ସ୍ୱର୍ଣ୍ଣକାରଙ୍କ
sagarikaku,ସାଗରିକାକୁ
byangalora,ବ୍ୟାଙ୍ଗାଲୋର
padashunya,ପଦଶୂନ୍ୟ
gisu,ଗିସୁ
nijamapurare,ନିଜାମପୁରରେ
kims,କିମ୍ସ
utturiba,ଉତ୍ତୁରିବା
ganapatiku,ଗଣପତିକୁ
bhetamandapathare,ଭେଟମଣ୍ଡପଠାରେ
bhitarawarara,ଭିତରୱାରର
romanchapurna,ରୋମାଞ୍ଚପୂର୍ଣ୍ଣ
pashugudaka,ପଶୁଗୁଡ଼ାକ
samirankara,ସମୀରଙ୍କର
bhandami,ଭଣ୍ଡାମୀ
pramananpatra,ପ୍ରମାଣନପତ୍ର
dhanyabadare,ଧନ୍ୟବାଦରେ
bhaktisuman,ଭକ୍ତିସୁମନ
shrinidheenka,ଶ୍ରିନିଧୀଙ୍କ
dhayakhya,ଧୟକ୍ଷ
kunakuni,କୁନାକୁନି
jhansire,ଝାନ୍ସିରେ
badheideli,ବଢ଼େଇଦେଲି
ephran,ଇଫ୍ରାନ
barjabyastu,ବର୍ଜବ୍ୟସ୍ତୁ
aatankachalauthiba,ଆତଙ୍କଚଳାଉଥିବା
mahayajaka,ମହାୟାଜକ
bhikaruneera,ଭିକାରୁଣୀର
jadejanka,ଜାଡ଼େଜାଙ୍କ
phateiki,ଫଟେଇକି
lamination,ଲାମିନେଶନ
rshare,ର୍ଷରେ
emloyee,ଏମ୍ଲୋଇ
jillastaraku,ଜିଲ୍ଲାସ୍ତରକୁ
puraskarapradanara,ପୁରସ୍କାରପ୍ରଦାନର
odaoda,ଓଦାଓଦା
sehiratrare,ସେହିରାତ୍ରରେ
yeddyruppa,ୟେଦିରୁପ୍ପା
bhujali,ଭୂଜାଲୀ
durbutara,ଦୁର୍ବୁତର
prabandhamana,ପ୍ରବନ୍ଧମାନ
yushikago,ୟୁଶିକାଗୋ
machalira,ମଚଲିର
graj,ଗ୍ରଜ୍
balha,ବଲ୍ହା
biswasaniyatara,ବିଶ୍ୱାସନୀୟତାର
chatupalu,ଚଟୁପାଲୁ
biranga,ବିରଙ୍ଗ
pindhaibi,ପିନ୍ଧାଇବି
senchurian,ସେଞ୍ଚୁରିଆନ
jinhanka,ଜିନ୍ହାଙ୍କ
innovate,ଇନୋଭେଟ
santhamane,ସନ୍ଥମାନେ
samarabastire,ସମରାବସ୍ତିରେ
bhimisarare,ଭିମିସାରରେ
phutaithanti,ଫୁଟାଇଥାନ୍ତି
lageidie,ଲଗେଇଦିଏ
nijaralokamane,ନିଜରଲୋକମାନେ
aahabanka,ଆହାବଙ୍କ
toranatharu,ତୋରଣଠାରୁ
sutani,ସୂତାନୀ
shabdagrahana,ଶବ୍ଦଗ୍ରହଣ
kininathile,କିଣିନଥିଲେ
kudhan,କୁଧନ
valval,ଭଲଭଲ
mahulapalathare,ମହୁଲପାଳଠାରେ
kulesic,କୁଲେସିକ
sanrakhyanakaree,ସଂରକ୍ଷଣକାରୀ
gruhabibhagaku,ଗୃହବିଭାଗକୁ
messina,ମେସିନା
bishnupuranare,ବିଷ୍ଣୁପୁରାଣରେ
dangera,ଡାଙ୍ଗେରା
kilometres,କିଲୋମିଟରର
patabeda,ପାଟବେଡା
marichikot,ମରିଚିକୋଟ୍
athayata,ଅଥୟତା
sushilarani,ସୁଶୀଳାରାଣୀ
grautinga,ଗ୍ରାଉଟିଙ୍ଗ
comotherapy,କୋମୋଥେରାପି
kaklebh,କକ୍ଲେଭ
dahibika,ଦହିବିକା
saikele,ସାଇକେଲେ
chauksinka,ଚୌକ୍ସିଙ୍କ
matresses,ମ୍ୟାଟ୍ରେସେସ୍
riyazuddin,ରିୟାଜୁଦ୍ଦିନ୍
sampras,ସମ୍ପ୍ରସ
hoithilehen,ହୋଇଥିଲେହେଁ
enketi,ଏଙ୍କେଟି
pedakapu,ପେଡକାପୁ
eikathata,ଏଇକଥାଟା
bibahadi,ବିବାହାଦି
pyakejing,ପ୍ୟାକେଜିଙ୍ଗ୍
punkha,ପୁଙ୍ଖ
badalibakrame,ବଦଳିବାକ୍ରମେ
kingamekar,କିଙ୍ଗମେକର୍
oyuetiru,ଓୟୁଏଟିରୁ
dootatie,ଦୂତଟିଏ
chhadudara,ଛାଡୁଦାର
kariheuchhi,କରିହେଉଛି
chadhibabele,ଚଢିବାବେଳେ
babrimsjid,ବାବ୍ରିମସ୍ଜିଦ୍
debautathana,ଦେବଉତଥାନ
musanka,ମୂସାଙ୍କ
nanimane,ନାନୀମାନେ
jahajara,ଯାହାଜର
adalatamananka,ଅଦାଲତମାନଙ୍କ
sunusunia,ସୁନୁସୁନିଆ
debhalaparsaku,ଡେଭଲପର୍ସକୁ
icf,ଆଇସିଏଫ୍
antarikhyanare,ଅନ୍ତରୀକ୍ଷଣରେ
emeenku,ଏମୀଙ୍କୁ
preferencial,ପ୍ରିଫରେନ୍ସିଆଲ
tentare,ତେଣ୍ଟାରେ
harmanini,ହାରମାନିନି
kakuchhanti,କକୁଛନ୍ତି
sauntibare,ସାଉଣ୍ଟିବାରେ
aafrinanka,ଆଫ୍ରିନଙ୍କ
rasayanikar,ରାସାୟନିକର
stambhaswarupa,ସ୍ତମ୍ଭସ୍ୱରୂପ
nyayare,ନ୍ୟାୟରେ
computergudiku,କମ୍ପ୍ୟୁଟରଗୁଡ଼ିକୁ
kyatawaka,କ୍ୟାଟୱାକ
nkorada,ଙ୍କୋରଡା
madera,ମଡେରା
debaswaroopa,ଦେବସ୍ୱରୂପ
trakatarare,ଟ୍ରାକଟରରେ
parishrame,ପରିଶ୍ରମେ
bhasaniku,ଭସାଣିକୁ
pratahkalaku,ପ୍ରାତଃକାଳକୁ
jinineithile,ଜିଣିନେଇଥିଲେ
diajaithanta,ଦିଆଯାଇଥାଆନ୍ତା
podiowal,ପୋଡିଓ୍ବାଲ
khristapurba,ଖ୍ରୀଷ୍ଟପୂର୍ବ
sarendra,ସରେନ୍ଦ୍ର
hadeonka,ହଦେଓଙ୍କ
deekhyare,ଦୀକ୍ଷାରେ
chennaibasinka,ଚେନ୍ନାଇବାସୀଙ୍କ
bulos,ବୁଲୋସ
tukuli,ଟୁକୁଲି
jharusugudara,ଝାରୁସୁଗୁଡାର
chamanda,ଚାମଣ୍ଡା
byatit,ବ୍ୟତୀତ୍
gudamaha,ଗୁଡ଼ାମାହା
shaktipeethamananka,ଶକ୍ତିପୀଠମାନଙ୍କ
kandaranku,କାନ୍ଦରାଙ୍କୁ
drog,ଡ୍ରୋଗ୍
anganawadiku,ଅଙ୍ଗନୱାଡ଼ିକୁ
manjitankara,ମଞ୍ଜିତଙ୍କର
jayachandrapur,ଜୟଚନ୍ଦ୍ରପୁର
dhoideichhanti,ଧୋଇଦେଇଛନ୍ତି
eprati,ଏପ୍ରତି
usiku,ଉସିକୁ
telegaonre,ତେଲେଗାଁରେ
biswasaphaundesana,ବିଶ୍ୱାସଫାଉଣ୍ଡେସନ
namili,ନମିଳି
sandul,ସାନ୍ଦୁଲ
philipinesku,ଫିଲିପାଇନ୍ସକୁ
kohalire,କୋହଲିରେ
samurna,ସମୁର୍ଣ୍ଣ
gundima,ଗୁଣ୍ଡିମା
tolanti,ତୋଳନ୍ତି
abhishapta,ଅଭିଶପ୍ତା
badhaidebe,ବଢ଼ାଇଦେବେ
maharajji,ମହାରାଜଜୀ
jhulithae,ଝୁଲିଥାଏ
kukudaku,କୁକୁଡାକୁ
shambhuku,ଶମ୍ଭୁକୁ
swasaneegraha,ଶ୍ୱସନୀଗ୍ରହ
bipulatara,ବିପୁଳତାର
chikamba,ଚିକାମ୍ବ
janmashtami,ଜନ୍ମାଷ୍ଟମି
lagukarantu,ଲାଗୁକରନ୍ତୁ
gedamare,ଗେଡମାରେ
nirmanajantri,ନିର୍ମାଣଯନ୍ତ୍ରୀ
phopadithila,ଫୋପାଡିଥିଲା
nandanakananasthita,ନନ୍ଦନକାନନସ୍ଥିତ
mantrimandalanku,ମନ୍ତ୍ରିମଣ୍ଡଳଙ୍କୁ
malamaku,ମଲମକୁ
karanaku,କରଣକୁ
kolamba,କୋଲମ୍ବ
dandapatanka,ଦଣ୍ଡପାଟଙ୍କ
ucchanga,ଉଚ୍ଚାଙ୍ଗ
baload,ବାଲୋଡ
jameiba,ଜମେଇବା
surjyalokare,ସୂର୍ଯ୍ୟାଲୋକରେ
patihari,ପତିହାରୀ
riboflobin,ରାଇବୋଫ୍ଲୋବିନ
madhyamana,ମଧ୍ୟମାନ
intelgency,ଇଣ୍ଟିଲଜେନ୍ସି
miliparani,ମିଳିପାରନି
bahuni,ବହୁନି
raonku,ରାଓଙ୍କୁ
lijaraniku,ଲିଜାରାଣୀକୁ
nanganku,ନଙ୍ଗାଙ୍କୁ
tisur,ତିସୁର
barunadihara,ବରୁଣାଡିହାର
palatijauthiba,ପାଲଟିଯାଉଥିବା
aeronautic,ଏରୋନଟିକ୍
shukhijaithile,ଶୁଖିଯାଇଥିଲେ
diniaare,ଦିନିଆରେ
barandare,ବାରାଣ୍ଡାରେ
upujithibaru,ଉପୁଯିଥିବାରୁ
sukhasoudha,ସୁଖସୌଧ
superstarmane,ସୁପରଷ୍ଟାରମାନେ
kilogramaru,କିଲୋଗ୍ରାମରୁ
shishi,ଶିଶି
pithakali,ପିଠାକଳି
shironamaru,ଶିରୋନାମାରୁ
disclimer,ଡିସକ୍ଲାଇମର
sahasrabuddhenka,ସହସ୍ରବୁଦ୍ଧେଙ୍କ
maarang,ମାରାଂ
cannor,କ୍ୟାନର
bgn,ବିଜିଏନ
nuabetenda,ନୂଆବେତେଣ୍ଡା
pujjari,ପୁଜ୍ଜାରୀ
deithaipare,ଦେଇଥାଇପାରେ
benarabahala,ବେନାରବାହାଲ
khanaku,ଖାନକୁ
quarantinere,କ୍ୱାରେଣ୍ଟାଇନରେ
sarijara,ସରିଜର
bhabipati,ଭାବିପତି
balikashikhya,ବାଳିକାଶିକ୍ଷା
shuddhataru,ଶୁଦ୍ଧତାରୁ
dubhagyapurna,ଦୁଭାଗ୍ୟପୂର୍ଣ୍ଣ
mantripadaku,ମନ୍ତ୍ରିପଦକୁ
airbases,ଏୟାରବେସ୍
sanjare,ସଞ୍ଜରେ
swaghoshita,ସ୍ବଘୋଷିତ
sujogyaputranku,ସୁଯୋଗ୍ୟପୁତ୍ରଙ୍କୁ
bahubidita,ବହୁବିଦିତ
collams,କଲାମ୍ସ
sapharmaraku,ସଫର୍ମରକୁ
sarjanmane,ସର୍ଜନ୍ମାନେ
athiya,ଆଥିୟା
shailendra,ଶୈଳେନ୍ଦ୍ର
businessmen,ବିଜିନେସମ୍ୟାନ
rajamurdi,ରାଜମୁର୍ଦି
panipana,ପାଣିପଣା
pranahani,ପ୍ରାଣହାନୀ
samajasetiki,ସମାଜସେତିକି
chaturmukhi,ଚତୁର୍ମୁଖୀ
gulanagarathare,ଗୁଲନଗରଠାରେ
chirgolatol,ଚିରଗୋଲାଟୋଲ
mosdec,ମୋସଡେକ
boluthibaru,ବୋଲୁଥିବାରୁ
padibani,ପଡ଼ିବନି
multiplexer,ମଲ୍ଟୀପ୍ଲେକ୍ସର
shaheru,ଶହେରୁ
byangokti,ବ୍ୟଙ୍ଗୋକ୍ତି
dharmasena,ଧର୍ମସେନା
kamarasahira,କମାରସାହିର
brudhipau,ବୃଦ୍ଧିପାଉ
haujau,ହାଉଜାଉ
nasthita,ନାସ୍ଥିତ
khelinaparanti,ଖେଳିନପାରନ୍ତି
semanathanka,ସେମାନାଥଙ୍କ
patrankatharu,ପାତ୍ରଙ୍କଠାରୁ
gsi,ଜିଏସଆଇ
raghunku,ରଘୁଙ୍କୁ
nitisampanna,ନୀତିସଂପନ୍ନ
kalimela,କାଲିମେଳ
talatelenga,ତଳତେଲେଙ୍ଗା
chaligal,ଚାଲିଗଲ
phitiparuni,ଫିଟିପାରୁନି
abrahams,ଆବ୍ରାହାମ୍ସ
luhapari,ଲୁହାପରି
ajantara,ଅଜନ୍ତର
bibhagagiya,ବିଭାଗଗୀୟ
uttolaka,ଉତ୍ତୋଳକ
nileema,ନିଳୀମା
talented,ଟ୍ୟାଲେଣ୍ଟେଡ୍
mundiaare,ମୁଣ୍ଡିଆରେ
haulikhai,ହାଉଳିଖାଇ
rakhidiajiba,ରଖିଦିଆଯିବ
ghas,ଘାସ୍
bangaraduaa,ବଙ୍ଗରଦୁଆ
resheianka,ରେଷେଇଆଙ୍କ
daudibi,ଦୌଡ଼ିବି
darshaniya,ଦର୍ଶନୀୟ
sukhlal,ସୁଖଲାଲ୍
udayogee,ଉଦଯୋଗୀ
khetrasthita,କ୍ଷେତ୍ରସ୍ଥିତ
suifter,ସୁଇଫ୍ଟର
